board_name,card_question,card_answer
English Words 7,because [bɪˈkɒz],"###Because introduces a reason for something.

---

_We need to study because we have a test tomorrow._"
English Words 7,east [iːst],"###East is the direction the sun rises from.

---

_My window looks to the east, so I can watch the sunrise every morning._"
English Words 7,expensive [ɪkˈspensɪv],"###Expensive things cost a lot of money.

---

_My friend drives an expensive sports car._"
English Words 7,flower [ˈflaʊər],"###A flower is the colored part of a plant.

---

_She gave pink flowers to her grandmother._"
English Words 7,garden [ˈɡɑːrdn],"###A garden is an area where people grow plants.

---

_The garden is very bright and colorful in the spring._"
English Words 7,holiday [ˈhɒlədi],"###A holiday is a special day of celebration.

---

_Monday was a holiday, so there was no school or work._"
English Words 7,many [ˈmeni],"###Many shows that there is a large number of something.

---

_There are many people on the street._"
English Words 7,million [ˈmɪljən],"###A million is another way to write the number 1,000,000.

---

_Almost 19 million people live in Delhi, India._"
English Words 7,mountain [ˈmaʊntn],"###A mountain is a very high hill.

---

_Mount Everest is the highest mountain in the world._"
English Words 7,place [pleɪs],"###A place is a space or area.

---

_A library is a place where people can read books._"
English Words 7,popular [ˈpɑːpjələr],"###A popular thing is liked by many people.

---

_These people are listening to a popular man speak._"
English Words 7,ski [skiː],"###To ski is to glide on long pieces of wood or metal over snow.

---

_The man likes to ski and goes every weekend._"
English Words 7,such [sʌtʃ],"###Such means “like this”.

---

_I have never seen such a beautiful sunset before._"
English Words 7,total [ˈtəʊtl],"###Total shows that everyone or everything has been counted.

---

_The total cost of the items she bought was $52._"
English Words 7,tower [ˈtaʊər],"###A tower is a tall, narrow building.

---

_This is a very famous tower in Italy._"
English Words 7,town [taʊn],"###A town is a place where people live and work, and is smaller than a city.

---

_I come from a small town, and everyone there knows each other._"
English Words 7,train [treɪn],"###A train is a group of railway cars connected together.

---

_The train is very fast, so we can get home in one hour._"
English Words 7,walk [wɔːk],"###To walk is to move forward using legs, but it is slower than running.

---

_The children walk to school in the morning._"
English Words 7,watch [wɑːtʃ],"###To watch is to look at someone or something for a period of time.

---

_My friend came over to watch a movie with me._"
English Words 7,world [wɜːrld],"###The world is the Earth and all the people and things in it.

---

_What are the names of the five oceans of the world?_"
English Words 7,anxious [ˈæŋkʃəs],"###Anxious means feeling worried or nervous.

---

_She was anxious about not making her appointment on time._"
English Words 7,awful [ˈɔːfl],"###An awful thing is very bad.

---

_Her performance last night was awful._"
English Words 7,consist [kənˈsɪst],"###To consist of certain is to be made of parts or things them.

---

_Today’s choices for lunch consisted of pizza, hamburgers, and hot dogs._"
English Words 7,desire [dɪˈzaɪər],"###To desire is to want something.

---

_My sister desires a big house and lots of money._"
English Words 7,eager [ˈiːɡər],"###Eager shows excitement about something.

---

_The man was eager to talk about the good news._"
English Words 7,household [ˈhaʊshəʊld],"###A household is all the people who live in one house.

---

_Our household is made up of my father, my mother, and me._"
English Words 7,intent [ɪnˈtent],"###An intent is a plan to do something.

---

_Her intent is to visit Italy next summer._"
English Words 7,landscape [ˈlændskeɪp],"###A landscape is how an area of land looks.

---

_The landscape of the country is very green._"
English Words 7,lift [lɪft],"###To lift something is to move it higher.

---

_The man tried to lift the box._"
English Words 7,load [ləʊd],"###To load is to put objects into something.

---

_The man loaded the boxes into a truck._"
English Words 7,lung [lʌŋ],"###A lung is a part of the body that fills with air when breathing.

---

_Having strong lungs is necessary for a healthy life._"
English Words 7,motion [ˈməʊʃn],"###A motion is a movement that someone makes.

---

_The police officer made a motion with his hand._"
English Words 7,pace [peɪs],"###The pace of something is the speed at which it happens.

---

_I ran the race at a slower pace than my friend._"
English Words 7,polite [pəˈlaɪt],"###Polite shows a thoughtful and kind behavior.

---

_The boy was very polite; he behaved very thoughtfully._"
English Words 7,possess [pəˈzes],"###To possess something is to have it or own it.

---

_My uncle possesses three sheep, a chicken, a cow, and a dog._"
English Words 7,rapidly [ˈræpɪdli],"###Rapidly means happening very fast.

---

_The train moved rapidly on the tracks._"
English Words 7,remark [rɪˈmɑːrk],"###To remark is to say something.

---

_The teacher remarked on how quickly the students were learning._"
