board_name,card_question,card_answer
English Words 4,art [ɑːrt],"###Art is something creative that expresses ideas and feelings.

---

_My sister likes to look at the art in the museum._"
English Words 4,book [bʊk],"###A book is a set of printed sheets of paper that are held together inside a cover.

---

_The man smiles as he reads his favorite book._"
English Words 4,clothes [kləʊz],"###Clothes are what people wear to cover their bodies.

---

_I bought warm clothes for the cold winter._"
English Words 4,community [kəˈmjuːnəti],"###A community is a group of people who share the same area or interests.

---

_The community got together to plant trees._"
English Words 4,December [disémbər],"###December is the twelfth month of the year.

---

_The last day of the year is December 31st._"
English Words 4,dinner [ˈdɪnər],"###Dinner is the main meal eaten in the evening.

---

_I had a hamburger for dinner._"
English Words 4,end [end],"###To end is to stop or finish.

---

_They are happy because the teacher wanted to end the class early._"
English Words 4,exchange [ɪksˈtʃeɪndʒ],"###To exchange is to give one thing in return for another.

---

_The men exchange business cards._"
English Words 4,family [ˈfæməli],"###A family is a group of people who are related to each other.

---

_There are four people in my family._"
English Words 4,from [frɒm],"###From shows a starting place or position.

---

_Chris studies from 10 o’clock to noon every morning._"
English Words 4,green [ɡriːn],"###Green is the color of growing grass or leaves.

---

_I don’t like green apples._"
English Words 4,home [həʊm],"###A person’s home is the place where that person lives.

---

_The family likes to stay at home on the weekends._"
English Words 4,January [dʒǽnjuèri],"###January is the first month of the year.

---

_My birthday is in January._"
English Words 4,red [red],"###Red is the color of blood.

---

_Jack is wearing a red shirt._"
English Words 4,seven [ˈsevn],"###Seven is the word for the number 7.

---

_I have seven colored pencils on my desk._"
English Words 4,start [stɑːrt],"###To start is to begin doing something.

---

_Catherine has to start work at 8 o’clock in the morning._"
English Words 4,together [təˈɡeðər],"###Together shows an action is done with another person or thing.

---

_Let’s work together to finish the project._"
English Words 4,university [ˌjuːnɪˈvɜːrsəti],"###A university is a school where people study for a degree.

---

_My dream is to go to a good university._"
English Words 4,wear [wer],"###To wear is to have clothing on your body.

---

_The man has to wear a suit to work._"
English Words 4,year [jɜː(r)],"###A year is a period of 365 days or twelve months.

---

_You become one year older every birthday._"
English Words 4,appreciate [əˈpriːʃieɪt],"###To appreciate something is to understand its good qualities.

---

_I can appreciate the lovely scenery._"
English Words 4,available [əˈveɪləbl],"###If something is available, it means you can get it.

---

_There were many seats available in the room._"
English Words 4,beat [biːt],"###To beat someone means to do better than they do.

---

_I managed to beat everyone in the race._"
English Words 4,bright [braɪt],"###If something is bright, it gives off a lot of light.

---

_The bright light from the explosion hurt my eyes._"
English Words 4,celebrate [ˈselɪbreɪt],"###To celebrate is to do something to show that an event is special.

---

_We all celebrated when we heard the great news._"
English Words 4,decide [dɪˈsaɪd],"###To decide is to make a definite choice.

---

_He tried to decide which one to eat first._"
English Words 4,disappear [ˌdɪsəˈpɪr],"###To disappear means to go away or not be seen.

---

_The top of the building is disappearing in the clouds._"
English Words 4,else [els],"###If you talk about something else, you talk about something different.

---

_I wanted a bike for my birthday, but I got something else._"
English Words 4,fair [fer],"###Fair means reasonable or right.

---

_He sold me his car for a fair price._"
English Words 4,flow [fləʊ],"###To flow is to move easily and continuously in one direction.

---

_The water flowed over the rocks and into the lake._"
English Words 4,forward [ˈfɔːrwərd],"###If you move forward, you move in the direction in front of you.

---

_When he saw his mother, the baby crawled forward to her._"
English Words 4,hill [hɪl],"###A hill is a raised area of land. It is higher than the land around it.

---

_The sun was rising above the green hills._"
English Words 4,level [ˈlevl],"###A level is a point on a scale that measures something.

---

_Please check the level of the temperature._"
English Words 4,lone [ləʊn],"###A lone person or thing is the only one in a given place.

---

_A lone man walked along the street._"
English Words 4,puddle [ˈpʌdl],"###A puddle is a pool of liquid on the ground.

---

_When the ice melted, it formed a puddle._"
English Words 4,response [rɪˈspɑːns],"###A response is the answer to a question.

---

_He asked if I was sad. My response was “No.”_"
English Words 4,season [ˈsiːzn],"###A season is a time of the year: spring, summer, fall, or winter.

---

_Fall is a warm season, while winter is very cold._"
English Words 4,solution [səˈluːʃn],"###A solution is a way to solve a problem.

---

_There are many problems. We need solutions!_"
English Words 4,waste [weɪst],"###To waste means to use something carelessly and unnecessarily.

---

_Turn off the water so you don’t waste it._"
English Words 4,whether [ˈweðər],"###You use whether when you must choose between two things.

---

_I could not decide whether to go left or right._"
English Words 4,always [ˈɔːlweɪz],"###Always means that something happens all the time.

---

_They always brush their teeth in the morning._"
English Words 4,ask [æsk],"###To ask is to say or write something to get an answer.

---

_Please ask questions if you do not understand._"
English Words 4,banana [bəˈnænə],"###A banana is a long yellow fruit with soft white flesh inside.

---

_Did you eat a banana for breakfast?_"
English Words 4,bread [bred],"###Bread is a food made from flour and water.

---

_You need two pieces of bread to make a sandwich._"
English Words 4,cake [keɪk],"###Cake is a sweet dessert made from flour, water, sugar, and eggs.

---

_What a beautiful birthday cake!_"
English Words 4,carrot [ˈkærət],"###A carrot is an orange vegetable.

---

_I put a carrot in my salad._"
English Words 4,chicken [ˈtʃɪkɪn],"###Chicken is a bird that is often used for food.

---

_Chicken is his favorite kind of meat._"
English Words 4,chocolate [ˈtʃɔːklət],"###Chocolate is a sweet food made from cacao beans.

---

_I made a chocolate cake for my mom’s party._"
English Words 4,contain [kənˈteɪn],"###To contain is to hold or have something.

---

_I have to find something to contain these apples._"
English Words 4,delicious [dɪˈlɪʃəs],"###If a food is delicious, it is tasty.

---

_I loved the delicious fried chicken I ate for dinner!_"
English Words 4,diet [ˈdaɪət],"###A diet is the food regularly eaten by a person.

---

_His diet mostly consists of fruits and vegetables._"
English Words 4,eat [iːt],"###To eat is to chew and swallow food.

---

_You should eat breakfast every day._"
English Words 4,food [fuːd],"###Food is things people and animals eat.

---

_Pasta is a famous food in Italy._"
English Words 4,fruit [fruːt],"###Fruit is a type of healthy food that grows on trees and plants.

---

_Apples, pears, and oranges are types of fruit._"
English Words 4,great [ɡreɪt],"###When something is great, it is very good.

---

_It was a great, exciting game!_"
English Words 4,health [helθ],"###Health is the state of a person’s body.

---

_People who want good health should not smoke._"
English Words 4,recipe [ˈresəpi],"###A recipe is a set of instructions for cooking a certain type of food.

---

_Do you use a recipe when you make that sauce?_"
English Words 4,restaurant [ˈrestrɑːnt],"###A restaurant is a business where people sit and eat food.

---

_Let’s eat at the Indian restaurant._"
English Words 4,special [ˈspeʃl],"###If something is special, it is unique and different.

---

_The cupcake was special because it had blue frosting._"
English Words 4,water [ˈwɔːtər],"###Water is a clear liquid that people need to survive.

---

_Drink eight cups of water every day._"
English Words 4,alive [əˈlaɪv],"###Someone or something that is alive is not dead.

---

_My grandparents are still alive even though they are over 90._"
English Words 4,bone [bəʊn],"###A bone is a hard part of the body.

---

_I brought home a nice bone for my dog._"
English Words 4,bother [ˈbɑːðər],"###To bother is to make the effort to do something.

---

_No one bothered to wash the dishes today._"
English Words 4,captain [ˈkæptɪn],"###A captain is the person who controls a ship or airplane.

---

_The captain sailed his ship to Australia._"
English Words 4,conclusion [kənˈkluːʒn],"###The conclusion of something is the final part of it.

---

_At the conclusion of the race, the spectators cheered for the winner._"
English Words 4,doubt [daʊt],"###Doubt is a feeling of not being sure.

---

_I have doubt that the story is true._"
English Words 4,explore [ɪkˈsplɔːr],"###To explore is to look for new places.

---

_He wants to explore the world and see new things._"
English Words 4,glad [ɡlæd],"###If you are glad, you are happy.

---

_I am glad you came to my party._"
English Words 4,however [haʊˈevər],"###However means despite or not being influenced by something.

---

_She is a great cook. However, she never had professional lessons._"
English Words 4,injustice [ɪnˈdʒʌstɪs],"###Injustice is a lack of fairness or justice.

---

_Putting an innocent person in jail is an act of injustice._"
English Words 4,international [ˌɪntərˈnæʃnəl],"###If something is international, it involves more than one country.

---

_The United Nations is a powerful international organization._"
English Words 4,lawyer [ˈlɔɪər],"###A lawyer works with the law and represents people in court.

---

_The lawyer left the courthouse after the judge made her decision._"
English Words 4,mention [ˈmenʃn],"###To mention something is to talk about it.

---

_The doctors mentioned the problems that the patient was having._"
English Words 4,old [əʊld],"###Someone who is old has lived for many years.

---

_My mother is seventy years old now._"
English Words 4,policy [ˈpɑːləsi],"###A policy is a rule.

---

_He told us that his policy was to put customers first._"
English Words 4,social [ˈsəʊʃl],"###If something is social, it is about many people in a community.

---

_People should come together and fix the world’s social problems._"
English Words 4,speech [spiːtʃ],"###A speech is something said to a group of people.

---

_She gave a speech to the class._"
English Words 4,staff [stæf],"###A staff is a group of people working together in a company.

---

_My dad has a staff of four people to help him at the office._"
English Words 4,toward [təwɔ́ːrd],"###If you go toward something, you go closer to it.

---

_Santa walked toward my house with a bag of gifts._"
English Words 4,wood [wʊd],"###Wood is the thing that trees are made of.

---

_I put the pieces of wood in a pile._"
English Words 4,achieve [əˈtʃiːv],"###To achieve something is to successfully do it after trying hard.

---

_I was happy that I could achieve my goal._"
English Words 4,advise [ədˈvaɪz],"###To advise someone is to tell them what to do.

---

_My mother often advises people about their money._"
English Words 4,already [ɔːlˈredi],"###If something happens already, it happens before a certain time.

---

_It is already time for the movie to start. Let’s go in._"
English Words 4,basic [ˈbeɪsɪk],"###If something is basic, it is very simple or easy.

---

_I learned some basic English skills in school today._"
English Words 4,bit [bɪt],"###A bit is a small amount of something.

---

_I ate a bit of chocolate before I went to bed._"
English Words 4,consider [kənˈsɪdər],"###To consider something means to think about it.

---

_Pete didn’t like his job. He considered getting a new one._"
English Words 4,destroy [dɪˈstrɔɪ],"###To destroy means to damage something so badly that it cannot be used.

---

_The glass was destroyed._"
English Words 4,entertain [ˌentərˈteɪn],"###To entertain someone is to do something that they enjoy.

---

_The clown entertained the kids at the party._"
English Words 4,extra [ˈekstrə],"###If something is extra, it is more than what is needed.

---

_The squirrel had extra nuts for the winter._"
English Words 4,goal [ɡəʊl],"###A goal is something you work toward.

---

_Her goal was to become a doctor._"
English Words 4,lie [lai],"###To lie is to say or write something untrue to deceive someone.

---

_Whenever Pinocchio lied to his father, his nose grew._"
English Words 4,meat [miːt],"###Meat is food made of animals.

---

_This piece of meat I’m eating tastes very good._"
English Words 4,opinion [əˈpɪnjən],"###An opinion is a thought about a person or a thing.

---

_Meg told me her opinion of my story. She said it was not funny._"
English Words 4,real [rɪəl],"###If something is real, it actually exists.

---

_Some people don’t believe in aliens from space, but I think they’re real._"
English Words 4,reflect [rɪˈflekt],"###To reflect is when a surface sends back light, heat, sound or an image.

---

_Her face was reflected in the smooth glass._"
English Words 4,regard [rɪˈɡɑːrd],"###To regard people is to think of them in a certain way.

---

_The boy regarded the girl as a good friend._"
English Words 4,serve [sɜːrv],"###To serve someone is to give them food or drinks.

---

_He served us our drinks quickly._"
English Words 4,vegetable [ˈvedʒtəbl],"###A vegetable is a plant used as food.

---

_Carrots are my favorite vegetable._"
English Words 4,war [wɔːr],"###A war is a big fight between two groups of people.

---

_Many young men died in the war._"
English Words 4,worth [wɜːrθ],"###If something is worth an amount of money, it costs that amount.

---

_Our house is worth a lot of money._"
