board_name,card_question,card_answer
Phrasal verbs 7,live down,"###Meaning: to have people forget about something embarrassing or silly that you've done

---

_***For example:*** live down sth I'll never live down the fact that I forgot to thank my wife when I was accepting my Academy Award. live sth down People still laugh about the time the House Speaker fell asleep during the Prime Minister's speech. He'll never live that down! Note: This is usually used in a negative form, such as He'll never live this down._"
Phrasal verbs 7,live for,"###Meaning: to believe that something or someone gives your life meaning, or gives you a reason to live

---

_***For example:*** live for sth/sb Tommy says he lives for the weekends when he can forget about work and just have fun. live for sth/sb She just lives for those cats of hers._"
Phrasal verbs 7,live off,"###Meaning: to depend on something for the money or food you need to live

---

_***For example:*** live off sth Many people dream of retiring early and living off their investments. live off sth Until I got another job, I had to live off the money I got from selling my car. Nouns often used as objects with live off: investments, savings, private income, profits, proceeds_"
Phrasal verbs 7,live on,"###Meaning: If you live on a certain amount of money, you spend that much on your usual living expenses.Synonym: get by on, survive on, manage on

---

_***For example:*** live on Are you sure a hundred dollars a week is enough to live on? live on sth How do people live on the old-age pension? It's not even enough to buy good food. Nouns often used as objects with live on: wage, salary, income, pension, savings_"
Phrasal verbs 7,live together,"###Meaning: If two people live together, they live in the same place and are in a sexual relationship without being married.Synonym: cohabit (formal), shack up (slang)

---

_***For example:*** live together Joanne thinks it's a good idea to live together before getting married. live together My sister and her partner have lived together for over twenty years, and they have no plans to get married._"
Phrasal verbs 7,live up to,"###Meaning: to be as good as expectedSynonym: match

---

_***For example:*** live up to sth The movie was excellent. It lived up to all our expectations. live up to sth She was a great golfer when she was a teenager, but she never lived up to the promise she had shown._"
Phrasal verbs 7,live with,"###Meaning: to accept something in your life that you cannot change, even though you don't like it or want itSynonym: put up with, tolerate

---

_***For example:*** live with sth You can't change the situation so you'll just have to learn to live with it. live with sth Stevie was born with a serious physical handicap, but he's learned to live with it and he's enjoyed a full life despite it._"
Phrasal verbs 7,lock up,"###Meaning: to lock the doors and windows of a building or a car to make it secureSynonym: secure

---

_***For example:*** lock up sth Don't forget to lock up the office when you leave tonight, Charles. lock sth up My car wouldn't have been stolen if I had locked it up properly._"
Phrasal verbs 7,log in,"###Meaning: to do certain things, like typing in a user name and password, in order to access an online application or a computer network Synonym: log into, log on

---

_***For example:*** log in I couldn't log in because I'd forgotten my password. log in If you want to post a response, you'll have to log in to the web board first. Note: Log into and log on have the same meaning as log in and can be used in the same way. The single word login also has the same meaning and can be used in the same way._"
Phrasal verbs 7,log out,"###Meaning: to stop accessing a computer system, or to stop using an online applicationSynonym: log off

---

_***For example:*** log out Don't forget to log out before you leave the web board. log out If the program's running slowly, log out and try logging in again._"
Phrasal verbs 7,long for,"###Meaning: to want something you miss very muchSynonym: yearn for (formal), be dying for (informal)

---

_***For example:*** long for sth Ever since he left England, Terry has been longing for a plate of traditional English fish and chips. long for sth My wife says she longs for stimulating conversation, and when I offer to discuss a serious issue with her, she laughs._"
