board_name,card_question,card_answer
Phrasal verbs 6,juice up,"###Meaning: to make something more exciting, more impressive, or more powerful

---

_***For example:*** juice up sth We need to juice up our marketing campaign with some really exciting and sexy advertisements. juice sth up The television network has employed a team of script writers to juice the show up because it's losing more and more viewers._"
Phrasal verbs 6,jumble up,"###Meaning: If you jumble things up, you mix them up so that they are no longer in their proper order or formation.Synonym: mix up

---

_***For example:*** jumble sth up If you don't write down the times and dates of your appointments, you might jumble them up. jumble up sth The cleaner has jumbled up all the files on my desk again, so now I can't find what I'm looking for. Nouns often used as objects with jumble up: times, dates, names, faces, numbers, files, papers_"
Phrasal verbs 6,jump at,"###Meaning: If you jump at something like an offer or an opportunity, you take it with enthusiasm.Synonym: leap at

---

_***For example:*** jump at sth Helen jumped at the chance to get some experience in marketing. jump at sth When I was offered the position of club president, I jumped at it. Nouns often used as objects with jump at: chance, opportunity, offer, idea, suggestion_"
Phrasal verbs 6,jump in (1),"###Meaning: If people are talking and you jump in, you interrupt someone who's talking, or you say something without being asked to speak. Synonym: butt in, interrupt

---

_***For example:*** jump in If you have something to say, just jump in. You don't have to wait for someone to ask you what you think. jump in If you ask me a question, wait for me to finish answering it before jumping in with your next question._"
Phrasal verbs 6,jump in (2),"###Meaning: If you jump in, you get involved in a situation as soon as you notice it. Synonym: dive in

---

_***For example:*** jump in Kevin saw the other team's players punching his team-mate, so he jumped in and tried to stop them. jump in If the government had jumped in and stopped banks from giving out those sub-prime loans, the economic crisis could have been averted._"
Phrasal verbs 6,jump on,"###Meaning: If someone jumps on you, they strongly criticise you.Synonym: criticize

---

_***For example:*** jump on If one of his staff makes a mistake, Donald jumps on them and tells them they'll be fired if they do it again. jump on Human rights organisations jumped on the government for causing the deaths of so many innocent people._"
Phrasal verbs 6,jump up,"###Meaning: If you jump up, you stand up quickly.Synonym: leap up

---

_***For example:*** jump up We were all sitting on the ground having a chat when Sam jumped up and started hopping around on one leg. An ant had bitten him on the toe! jump up When the phone rang I jumped up to answer it, but I suddenly felt dizzy as the blood ran from my head._"
Phrasal verbs 6,jut out,"###Meaning: If something juts out, it is further foward than usual or it sticks out more than usual.Synonym: stick out, protrude

---

_***For example:*** jut out The front of his car got hit because it jutted out into a busy traffic lane. be jutting out If the broken pipe hadn't been jutting out from the wall, I wouldn't have tripped over it._"
Phrasal verbs 6,keel over,"###Meaning: If somebody keels over, they fall to the floor, usually because of illness or loss of consciousness. Synonym: collapse

---

_***For example:*** keel over Our professor was giving a lecture when he suddenly keeled over and slumped to the floor. keel over When the captain of the team keeled over, her team-mates ran over to see what was wrong._"
Phrasal verbs 6,keep at,"###Meaning: If you keep at something, you continue doing it.Synonym: persevere with

---

_***For example:*** keep at sth Your English has improved a lot, so the new course must be working. You should keep at it. keep at sth I've been feeling so much better since I started exercising that I'm trying hard to keep at it this time._"
Phrasal verbs 6,keep away,"###Meaning: If you keep something or someone away, you don't let the thing or the person come near.

---

_***For example:*** keep sth/sb away I visited my grandfather's fruit orchard and helped him make scarecrows to keep the birds away. keep sth/sb away from sth If you bring your dogs to the farm, make sure you keep them away from the sheep._"
Phrasal verbs 6,keep away from,"###Meaning: If you keep away from something or someone, you don't go near the thing or the person.Synonym: avoid

---

_***For example:*** keep away from sb/sth Janey didn't have any trouble with the gangs. When they saw how big her dog was, they kept away from her. keep away from sb/sth If you see a snake, keep away from it. It could be poisonous._"
Phrasal verbs 6,keep back (1),"###Meaning: If you keep something back, you don't tell someone about it.Synonym: withhold (formal)

---

_***For example:*** keep back sth The police suspected that he was keeping back some important information. keep sth back I could tell that she was keeping something back from me._"
