board_name,card_question,card_answer
English Words 8,also [ˈɔːlsəʊ],"###Also means in addition to or too.

---

_I like blue, and I also like yellow._"
English Words 8,automatically [ˌɔːtəˈmætɪkli],"###If an action happens automatically, it happens without thinking or planning.

---

_The man automatically smiled when he thought about his friend._"
English Words 8,busy [ˈbɪzi],"###A busy person has a lot of things to do.

---

_Everyone is busy at the office today._"
English Words 8,can [kən],"###Can shows that a person or thing has the ability to do an action.

---

_Sad news can make her cry._"
English Words 8,clear [klɪr],"###To clear is to remove everything from a place.

---

_I need to clear my desk because it is too messy._"
English Words 8,close [klouz],"###To close is to shut something or cover up an opening.

---

_The man wanted to close the door tightly._"
English Words 8,discuss [dɪˈskʌs],"###To discuss is to talk about something with another person.

---

_James began to discuss his report with his teacher._"
English Words 8,feel [fiːl],"###To feel is to experience an emotion or feeling.

---

_The girl must feel happy because it is her birthday today._"
English Words 8,listen [ˈlɪsn],"###To listen is to pay attention to a sound that you can hear.

---

_Lisa wanted to listen carefully to her friend._"
English Words 8,meet [miːt],"###To meet is to come together so that you can talk or do something together.

---

_Ken’s mother wanted to meet his teacher today._"
English Words 8,music [ˈmjuːzɪk],"###Music is the sound made by singing or playing musical instruments.

---

_The boy makes music by playing a guitar._"
English Words 8,normal [ˈnɔːrml],"###A normal thing is usual and not strange.

---

_It is normal to wear school uniforms in private schools._"
English Words 8,quiet [ˈkwaɪət],"###If something is quiet, it does not make much sound.

---

_The man told the children to be quiet._"
English Words 8,relax [rɪˈlæks],"###To relax is to rest or do something enjoyable.

---

_Nicole likes to relax by reading books._"
English Words 8,sleep [sliːp],"###To sleep is to rest your mind and body, usually at night in bed.

---

_The child goes to sleep in her bedroom at night._"
English Words 8,stress [stres],"###Stress is a strong feeling of worry caused by problems in life, work, etc.

---

_Dan has a lot of stress at work._"
English Words 8,study [ˈstʌdi],"###To study is to learn something by reading, memorizing, or going to school.

---

_The woman needed a quiet place to study for a big test._"
English Words 8,talk [tɔːk],"###To talk is to say words to express your thoughts, opinions, etc.

---

_They went someplace to talk to each other._"
English Words 8,work [wɜːrk],"###To work is to do a job that you get paid for.

---

_They need to work together to finish an important project._"
English Words 8,write [raɪt],"###To write is to use a pen or keyboard to make letters and numbers on paper or a screen.

---

_I need to write a story for my homework._"
English Words 8,basis [ˈbeɪsɪs],"###The basis of something is the main part of amount of it.

---

_My grandfather gets his hearing checked on a yearly basis._"
English Words 8,biology [baɪˈɑːlədʒi],"###Biology is the study of living things.

---

_We learned about the human heart in biology class._"
English Words 8,cage [keɪdʒ],"###A cage is something that holds an animal so it cannot leave.

---

_We put the parrots in their cage at night._"
English Words 8,colleague [ˈkɑːliːɡ],"###A colleague is somebody you work with.

---

_My colleague helped me finish the job._"
English Words 8,colony [ˈkɑːləni],"###A colony is a country controlled by another country.

---

_The USA was at one time a colony of Great Britain._"
English Words 8,debate [dɪˈbeɪt],"###To debate is to seriously discuss something with someone.

---

_The husband and wife debated which TV to buy._"
English Words 8,depart [dɪˈpɑːrt],"###To depart is to leave some place so you can go to another place.

---

_The plane departed for Italy at 3:00 this afternoon._"
English Words 8,depress [dɪˈpres],"###To depress someone is to make that person sad.

---

_The bad news from work depressed the man._"
English Words 8,factual [ˈfæktʃuəl],"###A factual report or message includes true details.

---

_John learns about history from factual books._"
