board_name,card_question,card_answer
Phrasal verbs 2,call off,"###Meaning: to cancel an event that was planned or scheduled Synonym: cancel

---

_***For example:*** call off sth We called off the meeting because Helen wasn't well enough to come. call sth off If a storm comes, we'll have to call the game off. Nouns often used as objects with call off: meeting, deal, talks, wedding, match, game, concert, event_"
Phrasal verbs 2,call on,"###Meaning: to visit someone for a short timeSynonym: visit, drop by (informal), drop in (informal)

---

_***For example:*** call on sb I'll call on John on my way home and see how he's doing. call on sb We haven't seen Pedro for a while. Let's call on him tomorrow morning._"
Phrasal verbs 2,call out,"###Meaning: If you call out, you use a loud voice to tell something to someone who's far away, or tell something to a large group. Synonym: shout, yell out

---

_***For example:*** call out If you need some help, call out and I'll come over. call sth out Wait until the lady calls your number out, then go to the counter. call out sth The teacher called out all the students' names. Nouns often used as objects with call out: name, number, answer_"
Phrasal verbs 2,calm down,"###Meaning: If a person who is excited or agitated calms down, they become calmer and less excited or agitated. Synonym: quieten down, settle down

---

_***For example:*** calm down If your dog gets excited and starts to bark and pull on the leash, stop and wait until he calms down, and then start walking again. calm sb/sth down The plane flew into some storm clouds, and when the turbulance began the crew had to calm the passengers down._"
Phrasal verbs 2,care for (1),"###Meaning: If you care for someone, you like them a lot and have a strong affection for them.Synonym: like

---

_***For example:*** care for sb Taylor told his friends that he still cared for Francine, even though she had left him. care for sb Jodie really seems to care for those stray dogs and cats that she rescues._"
Phrasal verbs 2,care for (2),"###Meaning: If you care for someone or something, you look after them and make sure they have what they need.Synonym: look after, take care of

---

_***For example:*** care for sb A lot of people in poor countries depend on their children to care for them when they get too old to work. care for sth Giving kids the job of caring for younger siblings or pets can teach them responsibility and help them to become mature adults. Nouns often used as objects with care for (2): baby, child, patient, victim, pet, dog, cat_"
Phrasal verbs 2,care for (3),"###Meaning: If you ask someone if they would care for something, you want to know if they'd like to have something.Synonym: like

---

_***For example:*** care for sth The waiter said, Would you care for some more wine, madam? care for sth After dinner, Maureen asked her guests if they would care for some tea or coffee. Nouns often used as objects with care for (3): tea, coffee, wine, brandy, dessert, sugar, milk_"
Phrasal verbs 2,carry on,"###Meaning: to continue doing somethingSynonym: go on, keep going

---

_***For example:*** carry on During the football match Rafael hurt his leg. He tried to carry on, but it soon got worse so he had to go off. carry on with sth Before the teacher left the classroom, she told her students to carry on with their work. carry on doing sth It started to rain but Gillian and her golfing partners carried on playing. Soon they were wet through._"
Phrasal verbs 2,carry out,"###Meaning: If you carry out a task or a piece of work, you do whatever is needed to complete it.Synonym: do, complete

---

_***For example:*** carry out sth The government's task force is carrying out an investigation into the effects of pollution on the fishing industry. be carried out The experiment was carried out by a team of scientists from Tokyo University. Nouns often used as objects with carry out: experiment, investigation, search, study, inquiry, survey, research, review_"
Phrasal verbs 2,catch on (1),"###Meaning: If something catches on, it becomes popular.

---

_***For example:*** catch on Mobile phones took a while to catch on, but now everybody's got one. be catching on More and more people are learning how to meditate. It's really catching on._"
Phrasal verbs 2,catch on (2),"###Meaning: If you catch on, you suddenly understand something that you couldn't understand at first.Synonym: cotton on (informal), twig (informal)

---

_***For example:*** catch on Not all of my students understood the idea at first, but before long they all caught on. catch on Most scientists now accept that global warming is really happening, but it took a while for a lot of them to catch on._"
Phrasal verbs 2,catch up (1),"###Meaning: If you catch up with someone who is ahead of you, you go faster than them until you reach them.

---

_***For example:*** catch up Salma got behind her classmates because she was sick for a month, but she did extra work after school and she soon caught up. catch up with sb Mark was still about three metres behind, so he swam as fast as he could to catch up with the leader. catch sb/sth up If they left half an hour before us, we can't possibly catch them up. They'll be too far ahead._"
Phrasal verbs 2,catch up (2),"###Meaning: If two people meet again after a while and catch up, they tell each other what they've been doing.

---

_***For example:*** catch up Whenever I go home I spend time meeting old friends and catching up. catch up with sb While I'm in Japan, I'll try to catch up with some people I knew while I was living there._"
Phrasal verbs 2,cater to,"###Meaning: to provide people with what they need

---

_***For example:*** cater to sb/sth This hotel caters to the needs of business travellers, so every room has an internet connection, a printer and a fax machine. cater to sb/sth Most clothing companies cater to just one segment of the market, such as teens or businessmen._"
Phrasal verbs 2,change into,"###Meaning: to change from one state or form into anotherSynonym: transform into

---

_***For example:*** change into A caterpillar changes into a beautiful butterfly while it's inside its cocoon. change into During their teenage years, children gradually change into adults._"
Phrasal verbs 2,change over,"###Meaning: to stop using one thing or one system and start using another one instead Synonym: switch

---

_***For example:*** change over to sth When did your country change over to the metric system of weights and measures? change over to sth I changed over to Mac computers after my last PC was attacked by a virus and I lost some really important files._"
Phrasal verbs 2,charge with,"###Meaning: If someone is charged with a crime, they are officially accused of committing it.

---

_***For example:*** charge with The company's directors were arrested and charged with tax evasion. charge with Even though they weren't charged with a crime, hundreds of people were kept for many years in a U.S. prison in Cuba called Guantanamo Bay. Nouns often used as objects with charge with: crime, misdemeanor, offence, theft, fraud, murder, assault_"
Phrasal verbs 2,chase up,"###Meaning: to try to find out what is being done about something, or what has happened to something

---

_***For example:*** chase up sth I spend a lot of time chasing up deliveries that haven't reached our customers on time. chase sth up The shipment that was sent to Brazil hasn't arrived yet, so we need someone to chase it up._"
Phrasal verbs 2,chat up,"###Meaning: to talk to someone in the hope of beginning a romantic relationship with themSynonym: hit on (informal), flirt with

---

_***For example:*** chat up sb Juan is very good at chatting up girls. He knows how to make them laugh. chat sb up Mark finds it difficult to chat guys up because he often feels shy, and he doesn't know what to say. Variety: Thisis typically used in British and Australian English but may be used in other varieties of English too._"
Phrasal verbs 2,cheat on,"###Meaning: to be disloyal to your spouse or partner by having sex with someone else

---

_***For example:*** cheat on sb Hannah thinks her husband has been cheating on her. cheat on sb Bob seems to think it's natural for men to cheat on their wives, but I doubt that his wife agrees._"
Phrasal verbs 2,cheat out of,"###Meaning: to get something from somebody by cheating them

---

_***For example:*** cheat sb out of sth Tony answered one of those emails that promise you lots of money, and whoever sent it cheated him out of twenty thousand dollars. cheat sb out of sth Can you remember the name of that New York investment banker who cheated his customers out of their life savings?_"
Phrasal verbs 2,check in,"###Meaning: If you check in, you give your details at a hotel's reception desk, or at an airline's check-in counter, when you arrive.

---

_***For example:*** check in You'll need to show your passport when you check in to the hotel. check in We have to check in about one hour before our flight leaves. Note: Check in and check into can be used to mean the same things, but most people seem to use check in more for hotels and airline desks, and check into more for hospitals and medical centres._"
Phrasal verbs 2,check into,"###Meaning: to register your details after arriving for treatment at a hospital, a rehabilitation centre or a health resort

---

_***For example:*** I had to check into the hospital the night before the operation. Amy knew she had a drug problem, but she didn't want to check into a rehab centre. Nouns often used as objects with check into: hospital, rehab, rehabilitation centre, treatment centre, detox centre, clinic, hotelNote: Check into and check in can be used to mean the same things, but most people seem to use check into more for hospitals and medical centres, and check in more for hotels and airline desks._"
Phrasal verbs 2,check on,"###Meaning: to look at someone or something to make sure that nothing is wrong

---

_***For example:*** check on sb/sth Sally checks on her baby every half an hour to make sure she's all right. check on sb/sth Dr Smith visits the hospital every morning to see his patients and check on their progress._"
Phrasal verbs 2,check out (1),"###Meaning: to pay the bill and leave after staying at a hotel, a hospital or a rehabilitation centre

---

_***For example:*** check out What time do we have to check out of the hotel in the morning? check sb out Simon couldn't stand life in the rehab any longer, so he checked himself out and went home. Nouns often used as objects with check out (1): hotel, motel, guesthouse, hostel, hospital, rehabilitation centre, rehab_"
