board_name,card_question,card_answer
English Words 9,admission [ədˈmɪʃn],"###Admission is the act of allowing to enter a place.

---

_The admission ticket to the movie was $5._"
English Words 9,astronomy [əˈstrɑːnəmi],"###Astronomy is the study of the stars and planets.

---

_Harold loved looking at the stars, so he decided to study astronomy._"
English Words 9,blame [bleɪm],"###To blame someone for something bad is to say they did it.

---

_My mom blamed me for something I didn’t do._"
English Words 9,chemistry [ˈkemɪstri],"###Chemistry is the study of substances and reactions between them.

---

_In chemistry class, the professor taught us about chemical reactions._"
English Words 9,despite [dɪˈspaɪt],"###Despite shows a difference from what is expected.

---

_We still played the game despite the cold weather._"
English Words 9,dinosaur [ˈdaɪnəsɔːr],"###A dinosaur is a very big animal that lived millions of years ago.

---

_I like to see the dinosaur bones at the museum._"
English Words 9,exhibit [ɪɡˈzɪbɪt],"###To exhibit is to show something so that people can go look at it.

---

_My painting will be exhibited at the fair._"
English Words 9,fame [feɪm],"###Fame is a reputation one has gained among the public.

---

_He had fame and fortune, but he was not happy._"
English Words 9,forecast [ˈfɔːrkæst],"###A forecast is an idea about what the weather will be like in the future.

---

_The forecast says that it will rain all week._"
English Words 9,genius [ˈdʒiːniəs],"###A genius is a very smart person.

---

_Since she was a genius, she easily passed all of her school exams._"
English Words 9,gentle [ˈdʒentl],"###Someone who is gentle is kind and calm.

---

_He is very gentle with the baby._"
English Words 9,geography [dʒiˈɑːɡrəfi],"###Geography is the study of the Earth, its land, weather, etc.

---

_I had to draw a map for geography class._"
English Words 9,interfere [ˌɪntərˈfɪr],"###To interfere is to cause problems and keep something from happening.

---

_My little sister always interferes when I’m trying to study._"
English Words 9,lightly [ˈlaɪtli],"###To do something lightly is to not push very hard.

---

_Draw lightly so you do not tear your paper._"
English Words 9,principal [ˈprɪnsəpl],"###A principal is a person in charge of a school.

---

_My school’s principal can be very strict with the rules._"
English Words 9,row [rou],"###A row is a line of things.

---

_James put all of his toy soldiers into neat rows._"
English Words 9,shelf [ʃelf],"###A shelf is a place on a wall where you put things.

---

_I keep my clothes on a shelf in my closet._"
English Words 9,spite [spaɪt],"###Spite is the desire to be mean.

---

_He snuck into his sister’s room and stole her bag out of spite._"
English Words 9,super [ˈsuːpər],"###Super means really good.

---

_My dad said I did a super job cleaning the house._"
English Words 9,wet [wet],"###A wet thing has water on it.

---

_Since my dog was wet, he tried to shake all the water off his body._"
English Words 9,abuse [əˈbjuːs],"###To abuse means to hurt someone or something on purpose.

---

_The mean man abused his dog when it barked too loudly._"
English Words 9,afford [əˈfɔːrd],"###To afford something means to have enough money to pay for it.

---

_I’ve been saving my money so I can afford to buy a new bike._"
English Words 9,bake [beɪk],"###To bake means to cook food in an oven.

---

_My sister is a good cook. She bakes delicious cakes._"
English Words 9,bean [biːn],"###A bean is a plant seed that is good to eat.

---

_There are many different kinds of beans to eat._"
English Words 9,candle [ˈkændl],"###A candle is a stick of wax that is lit on fire for light or heat.

---

_When the lights went out, we lit some candles._"
English Words 9,convert [kənˈvɜːrt],"###To convert something means to change it into something else.

---

_The man converted his messy field into a garden of flowers._"
English Words 9,debt [det],"###A debt is an amount of money that a person owes.

---

_I have not paid my gas bill. I owe a debt to the gas company._"
English Words 9,decrease [dɪˈkriːs],"###To decrease something is to make it less than it was before.

---

_Hiring more police officers has decreased crime in the city._"
English Words 9,fault [fɔːlt],"###A fault is responsibility for a mistake.

---

_It is my fault that the cat ran away. I left the door open._"
English Words 9,fund [fʌnd],"###A fund is an amount of money that people have.

---

_We all put money into our club’s fund._"
English Words 9,generous [ˈdʒenərəs],"###A generous person likes to give things to people.

---

_The generous man donated several new computers to our school._"
