board_name,card_question,card_answer
English Words 6,advice [ədˈvaɪs],"###Advice is an opinion about what to do.

---

_I don’t know how to study for my exams. Can you give me some advice?_"
English Words 6,along [əˈlɔːŋ],"###Along means down the length of a road, river, etc.

---

_Walk along this tunnel for ten minutes, and you’ll see a door on the left._"
English Words 6,attention [əˈtenʃn],"###Attention is the notice, thought, or consideration of someone.

---

_His work got the attention of two of his co-workers._"
English Words 6,attract [əˈtrækt],"###To attract means to make a person or thing come closer or be interested.

---

_The magnet attracted the metal._"
English Words 6,climb [klaɪm],"###To climb means to use your hands and feet to go up something.

---

_The girls climbed to the top of the mountain._"
English Words 6,drop [drɑːp],"###To drop is to fall or allow something to fall.

---

_A small amount of water dropped from the bottle._"
English Words 6,final [ˈfaɪnl],"###If something is final, it is the last part.

---

_In the final part of the film, the man and the woman got married._"
English Words 6,further [ˈfɜːrðər],"###Further means at or from a greater distance or time.

---

_The escalator is further than I thought._"
English Words 6,imply [ɪmˈplaɪ],"###To imply something is to suggest it without saying it.

---

_The man implied that he wanted the job, but he didn’t say so._"
English Words 6,maintain [meɪnˈteɪn],"###To maintain means to make something stay the same.

---

_The balls maintain constant movement._"
English Words 6,neither [ˈniːðə(r)],"###You use neither to connect two negative possibilities.

---

_Neither the path on the left nor the path on the right will lead us home._"
English Words 6,otherwise [ˈʌðərwaɪz],"###Otherwise means in another way if you don’t do this.

---

_It’s good to stay active; otherwise, you’ll gain weight._"
English Words 6,physical [ˈfɪzɪkl],"###If something is physical, it is related to your body and not your mind.

---

_Biking is good for your physical health._"
English Words 6,prove [pruːv],"###To prove something is to show that it is true.

---

_My teacher proved the answer on the board._"
English Words 6,react [riˈækt],"###To react is to respond by acting in a certain way.

---

_James reacted badly to the news._"
English Words 6,ride [raɪd],"###To ride something is to travel on it. You can ride an animal, a bike, etc.

---

_I will ride a roller coaster for the first time today._"
English Words 6,situated [ˈsɪtʃueɪtɪd],"###If something is situated somewhere, it is in that place.

---

_The whiteboard is situated between the two men._"
English Words 6,society [səˈsaɪəti],"###Society is a group of people who interact and share a culture.

---

_Society expects people to be good and honest._"
English Words 6,standard [ˈstændərd],"###A standard is what people consider normal or good.

---

_This older model TV is below our store’s standards._"
English Words 6,suggest [səˈdʒest],"###To suggest something means to give an idea or plan about it.

---

_He suggested that we go to see his boss._"
English Words 6,actually [ˈæktʃuəli],"###Actually means in fact or really.

---

_My dad looks a little mean, but actually he’s very kind._"
English Words 6,bite [baɪt],"###Bite is the act of using your teeth to cut and tear into something.

---

_The boy took a big bite of his hamburger._"
English Words 6,coast [kəʊst],"###The coast is the land by an ocean.

---

_I stayed on the southern coast of Australia._"
English Words 6,deal [diːl],"###A deal is an agreement that you have with another person.

---

_I made a deal with the other company to give us some money._"
English Words 6,desert [ˈdezərt],"###The desert is an area of land without many plants or water.

---

_Not many plants grow in the desert._"
English Words 6,effective [ɪˈfektɪv],"###If something is effective, it works well.

---

_Swimming is an effective way to stay healthy._"
English Words 6,examine [ɪɡˈzæmɪn],"###To examine something is to look at it carefully.

---

_The doctor examined my eyes today._"
English Words 6,false [fɔːls],"###If something is false, it is not correct.

---

_If you think the answer is false, press the red button._"
English Words 6,figure out [ˈfɪɡjər aʊt],"###When you figure something out, you come to understand it and find an answer.

---

_I couldn’t figure out what he wanted me to do._"
