board_name,card_question,card_answer
English Words 11,accident [ˈæksɪdənt],"###An accident is unexpected, and may cause some trouble.

---

_He damaged the car in an accident._"
English Words 11,astronaut [ˈæstrənɔːt],"###An astronaut is a person who goes into outer space.

---

_The astronaut was walking on the moon._"
English Words 11,awake [əˈweɪk],"###A person who is awake is not asleep.

---

_Sometimes, I lay awake in bed because I am not tired._"
English Words 11,courage [ˈkɜːrɪdʒ],"###Courage is the feeling of not being afraid.

---

_The man had the courage to touch the lion._"
English Words 11,float [fləʊt],"###To float is to move on top of water without sinking.

---

_The boy’s toy boat floated in the pool._"
English Words 11,grant [ɡrænt],"###To grant something is to allow someone to have it.

---

_The teacher granted us a break after studying hard all day._"
English Words 11,gravity [ˈɡrævəti],"###Gravity is the force that makes things fall to Earth.

---

_There is no gravity in space._"
English Words 11,jewel [ˈdʒuːəl],"###A jewel is a beautiful stone that is worth a lot of money.

---

_A diamond is one of the most expensive jewels in the world._"
English Words 11,miner [ˈmaɪnər],"###A miner is a person who works in a mine.

---

_The miner was looking for gold._"
English Words 11,mineral [ˈmɪnərəl],"###A mineral is a type of substance found in the Earth.

---

_Rocks are made up of different kinds of minerals._"
English Words 11,participate [pɑːrˈtɪsɪpeɪt],"###To participate is to be active and do something.

---

_The students participated in the school play._"
English Words 11,permission [pərˈmɪʃn],"###Permission means the act of allowing some action.

---

_I have permission to drive my mom’s car._"
English Words 11,pour [pɔːr],"###To pour a liquid means to make it come out of a container.

---

_I poured some milk into my sister’s cup._"
English Words 11,raw [rɔː],"###A raw material is natural and has not been processed.

---

_The company dumped raw sewage into the river._"
English Words 11,satellite [ˈsætəlaɪt],"###A satellite is a machine sent into space to get information.

---

_The satellite was traveling around the Earth._"
English Words 11,scale [skeɪl],"###The scale of something is its size, especially when it is very large.

---

_I was surprised by the scale of the buildings in the downtown area._"
English Words 11,skip [skɪp],"###To skip something is to not do it.

---

_He skipped work to get more sleep._"
English Words 11,stretch [stretʃ],"###To stretch is to make your arms or legs reach out.

---

_She stretched her body before exercising._"
English Words 11,telescope [ˈtelɪskəʊp],"###A telescope is a tool people use to look at the stars.

---

_With a telescope, you can see the moon and stars easily._"
English Words 11,underground [ˌʌndərˈɡraʊnd],"###An underground action happens below the surface of the Earth.

---

_Subway trains travel underground._"
English Words 11,alarm [əˈlɑːrm],"###An alarm is something that warns people of danger.

---

_When the students heard the fire alarm, they left the building._"
English Words 11,arrest [əˈrest],"###To arrest someone means to catch that person for doing something bad.

---

_The man was arrested for breaking the law._"
English Words 11,award [əˈwɔːrd],"###An award is a prize for doing something well.

---

_He got an award for having the best grades in class._"
English Words 11,breed [briːd],"###A breed is a group of animals within a species.

---

_I like small dog breeds, such as terriers._"
English Words 11,bucket [ˈbʌkɪt],"###A bucket is a round container to put things in.

---

_I filled the bucket with water._"
English Words 11,contest [ˈkɑːntest],"###A contest is a game or a race.

---

_The girls had a contest to see who could jump higher._"
English Words 11,convict [kənˈvɪkt],"###To convict means to prove that someone did a bad thing.

---

_He was convicted of the crime and sent to jail._"
English Words 11,festival [ˈfestɪvl],"###A festival is an event that is held to celebrate a particular thing.

---

_I heard the song at the music festival in London._"
English Words 11,garage [ˈɡærɑːdʒ],"###A garage is the part of a house where people put their cars.

---

_My car does not get dirty because I keep it in the garage._"
English Words 11,journalist [ˈdʒɜːrnəlɪst],"###A journalist is a person who writes news stories.

---

_The journalist took notes for a story he was writing._"
English Words 11,pup [pʌp],"###A pup is a young dog.

---

_All the girl wanted for her birthday was a pup._"
English Words 11,qualify [ˈkwɑːlɪfaɪ],"###To qualify is to have or do things that are needed for something.

---

_He qualified to go to the final match by beating the opponent._"
English Words 11,repair [rɪˈper],"###To repair something is to fix it.

---

_I repaired the flat tire on my car._"
English Words 11,resume [rɪˈzuːm],"###To resume something means to start it again after taking a break.

---

_I put the newspaper down to eat breakfast. Then, I resumed reading._"
English Words 11,rob [rɑːb],"###To rob is to take property by using force.

---

_A thief has robbed me of my passport._"
English Words 11,slip [slɪp],"###To slip means to slide and fall down.

---

_The man slipped on the wet floor._"
English Words 11,somewhat [ˈsʌmwʌt],"###Somewhat means to some degree, but not to a large degree.

---

_James was somewhat upset when he had to move heavy boxes._"
English Words 11,stable [ˈsteɪbl],"###A stable thing will not move, change, or fall over.

---

_The chair is stable. Its legs are strong._"
English Words 11,tissue [ˈtɪʃuː],"###A tissue is a soft piece of paper people use to wipe their noses.

---

_There was a box of tissue on the table._"
English Words 11,yard [jɑːrd],"###A yard is the ground just outside of a house.

---

_The girls jumped rope in the yard._"
English Words 11,best [best],"###The best person or thing is better than all the others.

---

_I got the best score on the math test._"
English Words 11,card [kɑːrd],"###A card is a small piece of plastic or paper used to buy or use things.

---

_Adam used his library card to borrow a book._"
English Words 11,crowd [kraʊd],"###A crowd is a large group of people who are together in one place.

---

_The crowd waved to the camera._"
English Words 11,day [deɪ],"###A day is a period of twenty-four hours, beginning at midnight.

---

_There are two more days until the weekend._"
English Words 11,dish [dɪʃ],"###A dish is a type of food that is cooked in a particular way.

---

_My favorite dish at the restaurant is chicken curry._"
English Words 11,easy [ˈiːzi],"###An easy action is not difficult to do.

---

_Karen is happy because her English homework is easy._"
English Words 11,experience [ɪkˈspɪriəns],"###To experience is to do or see something or have something happen to you.

---

_Going to the concert was the best thing I’ve ever experienced._"
English Words 11,hotel [həʊˈtel],"###A hotel is a place where people stay overnight when they are traveling.

---

_This family is staying at their favorite hotel._"
English Words 11,hour [ˈaʊər],"###An hour is sixty minutes.

---

_The man waited for the train for over an hour._"
English Words 11,light [laɪt],"###Light is a form of energy or brightness that makes it possible to see something.

---

_I will turn on the light so that you can see._"
English Words 11,market [ˈmɑːrkɪt],"###A market is a place where people buy and sell products or food.

---

_I go to the market every weekend to buy vegetables._"
English Words 11,plan [plæn],"###To plan is to think about and arrange the details of something you want to do.

---

_It’s Sam’s turn to plan the company party._"
English Words 11,price [praɪs],"###The price is the amount of money needed to pay for something.

---

_Julie is checking the price of a sweater._"
English Words 11,short [ʃɔːrt],"###A short thing is not long or not tall.

---

_The days are short in the winter._"
English Words 11,shop [ʃɑːp],"###To shop is to visit places where goods are sold in order to look at and buy things.

---

_Tom decided to shop for groceries on his way home._"
English Words 11,station [ˈsteɪʃn],"###A station is a place where buses and trains stop for passengers.

---

_This man is waiting at the train station._"
English Words 11,surprise [sərˈpraɪz],"###To surprise is to cause something that is unexpected.

---

_His parents decided to surprise him with a puppy._"
English Words 11,system [ˈsɪstəm],"###A system is a group of related parts that move or work together.

---

_This device controls the building’s heating system._"
English Words 11,taxi [ˈtæksi],"###A taxi is a car and driver that you pay to take you somewhere.

---

_Gary drives a taxi, so he knows the roads very well._"
English Words 11,two [tuː],"###Two is the word for the number 2.

---

_Two friends study together at the coffee shop._"
