board_name,card_question,card_answer
Phrasal verbs 8,open up (3),"###Meaning: If you open up a new business, you set it up and start trading.Synonym: establish (formal)

---

_***For example:*** open up A lot of new shops and small businesses have opened up in our town in the last couple of years. open up sth I'd love to open up a small guesthouse on a beach in Thailand. Nouns often used as objects with open up (3): store, shop, hotel, guesthouse, clinic, small business_"
Phrasal verbs 8,opposed to,"###Meaning: If you are opposed to something, you're against it or you don't support it.Synonym: against

---

_***For example:*** opposed to sth People who are opposed to the plan to build a new dam are protesting in front of the town hall. opposed to sth If you're opposed to something the government's doing, write a letter to your local representative. Nouns often used as objects with opposed to: war, torture, corruption, pollution, crime, exploitation, violence_"
Phrasal verbs 8,opt for,"###Meaning: If you opt for something, you choose it from a range of possible options. Synonym: choose, go for (informal)

---

_***For example:*** opt for sth My husband opted for early retirement because he didn't want to work until he was 65 years old. opt for sth Many companies now opt for outsourcing if they need something like intranet-based real-time workflow management._"
Phrasal verbs 8,opt in,"###Meaning: If you opt in, you choose to accept something, or do something, that is offered to you as an option.

---

_***For example:*** opt in When they're purchasing a product online, we give our customers the chance to subscribe to our newsletter, but we only send it to those who've opted in. opt in We have English classes for our workers. They don't have to attend, but if they opt in they're expected to complete the course._"
Phrasal verbs 8,opt out,"###Meaning: If you opt out of something, you choose not to be involved in it.Synonym: bow out

---

_***For example:*** opt out of sth Lots of people have opted out of our English classes. Maybe the classes are too dull. opt out of sth There will be no refunds for people who opt out of the program. Nouns often used as objects with opt out: course, program, class, scheme, activity_"
Phrasal verbs 8,order about,"###Meaning: If you order people about, you tell them what to do in a bossy way. Synonym: order around, boss around (informal), boss about (informal)

---

_***For example:*** order sb about The workers hate the way their supervisor orders them about. They say she's rude and bossy. be ordered about Army recruits soon get used to being ordered about. Variety: Thisis typically used in British English but may be used in other varieties of English too._"
Phrasal verbs 8,order around,"###Meaning: If you order people around, you tell them what to do in a bossy way. Synonym: order about (British), boss around (informal), boss about (informal)

---

_***For example:*** order sb around The workers hate the way their supervisor orders them around. They say she's rude and bossy. be ordered around Army recruits soon get used to being ordered around. Nouns often used as objects with order around: workers, staff, employees, recruits, troops, students_"
Phrasal verbs 8,order in,"###Meaning: If you order in, you order food from a take-away restaurant and have it delivered to your home or office.Synonym: order out

---

_***For example:*** order sth in Have you ordered some food in for the staff who're working late? order in sth Let's order in some pizza. I can't be bothered cooking tonight. Nouns often used as objects with order in: pizza, hamburger, fried chicken, soda, juice Variety: Thisis typically used in American and Australian English but may be used in other varieties of English too._"
Phrasal verbs 8,order off,"###Meaning: to tell a player to leave the field of play, or the court, usually because they have committed a foul or broken a ruleSynonym: send off

---

_***For example:*** order sb off The referee ordered Paddy off because he made an illegal tackle on another player, and could have seriously injured him. order off sb The umpire will order off any players who are bleeding or have blood on their uniforms._"
Phrasal verbs 8,order out,"###Meaning: If you order out, you order food from a take-away restaurant and have it delivered to you.Synonym: order in

---

_***For example:*** order out I'm going to order out less, and cook dinner for myself more often. order out Simone said she was too tired to cook, so I called a restaurant and ordered out instead. Variety: Thisis typically used in American English but may be used in other varieties of English too._"
Phrasal verbs 8,order up (1),"###Meaning: to issue an order for something to be done, usually in relation to the government or the military

---

_***For example:*** order sth up After the press released details of torture in military prisons, the President ordered up a full report on the situation. order up sth Let's pray that no leader ever decides it's necessary to order up a nuclear attack._"
Phrasal verbs 8,order up (2),"###Meaning: to have food or drinks delivered to your room in a hotelSynonym: have sent up

---

_***For example:*** order up sth We ordered up some drinks about twenty minutes ago, but they haven't come yet. order sth up Do you want to have dinner in the restaurant, or would you rather order something up? Nouns often used as objects with order up (2): food, drinks, breakfast, lunch, dinner, meal, sandwiches, fruit_"
Phrasal verbs 8,overcome with,"###Meaning: to be strongly affected by an emotion or a feelingSynonym: overwhelmed with

---

_***For example:*** overcome with sth After his dog died, Danny was overcome with grief. overcome with sth The whole team was overcome with the joy of winning and being champions. Nouns often used as objects with overcome with: fear, sadness, grief, joy, excitement, shame, gratitudeNote: always used in the form to be overcome with something , and never in the form to overcome with something_"
Phrasal verbs 8,owe to (1),"###Meaning: If you owe something to someone, you feel that you only have it because of the person's help or support.

---

_***For example:*** owe sth to sb/sth The band said they owed their success to their producer and manager. owe sth to sb/sth In his acceptance speech, Tiger said he owed everything to his parents._"
Phrasal verbs 8,owe to (2),"###Meaning: If something happens owing to something else, it happens as a result of it.

---

_***For example:*** owe sth to sth We owe the fall in our sales to a general drop in consumer spending. owing to sth/sb We're short of stock at the moment owing to an unexpected increase in sales recently. Note: Often used in the continuous form owing to ._"
Phrasal verbs 8,own up,"###Meaning: If you own up to something, you admit that you've done something wrong or made a mistake.Synonym: admit, confess, fess up (informal)

---

_***For example:*** own up We were pretty sure Sam was the one who'd been stealing money from our company, but he wouldn't own up. He kept saying it wasn't him. own up to sth Politicians don't usually own up to their mistakes and misjudgments, let alone their crimes against humanity. own up to doing sth Our son owned up to taking money from his mother's purse after we found him looking through her bag again. Nouns often used as objects with own up: to stealing, cheating, lying :to fraud, theft, crime, mistake, error, dishonesty_"
Phrasal verbs 8,pack away (1),"###Meaning: If you pack something away, you put it back where it's usually kept after you've finished using it.Synonym: put away

---

_***For example:*** pack sth away Have you packed the fishing rods away or are they still in the car? pack away sth How many times do I have to tell you to pack away your golf clubs after you've finished using them?_"
Phrasal verbs 8,pack away (2),"###Meaning: to eat a lot of food

---

_***For example:*** pack away sth I can't believe how much food Tommy packs away. And he's not even fat! pack sth away Have you seen the size of restaurant meals in America? Can people really pack that much away when they eat?_"
Phrasal verbs 8,pack in (1),"###Meaning: to attract large audiences or large crowds of spectators

---

_***For example:*** pack in sth After giving concerts for over 40 years, Bob Dylan could still pack in big crowds wherever he performed. pack sth in Basketball stars like LeBron James can really pack them in. Stadiums are full whenever he's playing._"
Phrasal verbs 8,pack in (2),"###Meaning: If you pack something in, you stop doing it. Synonym: quit

---

_***For example:*** pack sth in It's going to rain, so let's pack it in and finish the job in the morning. pack in sth After working for a month as a builder, James packed in the job and went to China to teach English. Variety: Thisis typically used in British and Australian English but may be used in other varieties of English too._"
Phrasal verbs 8,pack into (1),"###Meaning: to fit into a small or crowded spaceSynonym: cram into, squeeze into

---

_***For example:*** pack into sth Over a hundred thousand people packed into the stadium for the final match. pack into sth No-one else had a car, so the whole family had to pack into Fergy's little Fiat._"
Phrasal verbs 8,pack into (2),"###Meaning: to fit a lot of activities into a limited timeSynonym: cram into

---

_***For example:*** pack into sth It's amazing how many meetings and interviews Daniel can pack into a single day. packed into sth The tour includes visits to most of the famous places in the country, all packed into five days._"
Phrasal verbs 8,pack up (1),"###Meaning: to put things into boxes or bags before moving them or sending them somewhere

---

_***For example:*** pack up sth Darren has two days to pack up all his stuff and move out of the apartment. pack sth up How long will it take you to pack your things up? Nouns often used as objects with pack up (1): stuff, things, belongings, possessions, clothes, books_"
Phrasal verbs 8,pack up (2),"###Meaning: If something packs up, it stops working and needs to be fixed.Synonym: break

---

_***For example:*** pack up Why does my air conditioner have to pack up on Friday? I can't get it fixed til Monday, and it's going to be a really hot weekend! pack up Stan's printer has packed up again! Why doesn't he just get a new one? Nouns often used as subjects with pack up (2): computer, printer, television, refrigerator, air conditioner, camera, phone Variety: Thisis typically used in British and Australian English but may be used in other varieties of English too._"
Phrasal verbs 8,pan out,"###Meaning: If you see how a situation pans out, you see how it develops over time.Synonym: turn out, work out

---

_***For example:*** pan out Instead of quitting, why don't you stay in the job for another few months and see how things pan out? pan out We're not sure what effect the new law will have yet. We'll just have to wait and see how things pan out._"
Phrasal verbs 8,part with,"###Meaning: to give something to someone else, especially when you'd prefer to keep it

---

_***For example:*** part with sth Mark hated parting with his collection of rare books, but he really needed the money he got by selling them. part with sth Mum didn't want to part with our baby clothes or our old school books, but we made her get rid of them._"
Phrasal verbs 8,pass around,"###Meaning: to pass something from person to person in a groupSynonym: pass round (British)

---

_***For example:*** pass sth around After the meeting, we passed the hat around and collected some money. pass around sth Becky passed around a card she'd bought for Kerry's birthday and we all wrote something on it._"
Phrasal verbs 8,pass away,"###Meaning: If someone passes away, they die.Synonym: die, pass on

---

_***For example:*** pass away Our chairman passed away yesterday, and his funeral will be held next Friday. pass away Olivia told us she wanted her body to be cremated after she passed away._"
Phrasal verbs 8,pass by,"###Meaning: to go past something or someoneSynonym: go by, go past

---

_***For example:*** pass by sth I pass by the post office on my way to work, so I can drop in and post your parcel if you like. pass by I hate it when you signal an empty taxi and it just passes by without stopping._"
Phrasal verbs 8,pass off as,"###Meaning: to make someone believe that a copy or a replica is the real thingSynonym: palm off as

---

_***For example:*** pass sth off as sth We had no trouble passing the counterfeit banknotes off as real money. pass sb off as sb He put on a white coat and tried to pass himself off as a doctor._"
Phrasal verbs 8,pass on,"###Meaning: If you pass something on, you give it to another person after receiving it yourself.Synonym: hand on

---

_***For example:*** pass on sth You should wear a mask over your mouth so that you don't pass on the disease. pass sth on After taking your piece of cake, pass the plate on to the next person._"
Phrasal verbs 8,pass out (1),"###Meaning: to give something to each person in a group Synonym: hand out, distribute

---

_***For example:*** pass out We passed out programs as audience members arrived at the concert. pass out Election officials will pass out voting instructions to all the voters. Nouns often used as objects with pass out (1): forms, sheets, brochures, pamphlets, programs, booklets_"
Phrasal verbs 8,pass out (2),"###Meaning: to lose consciousness all of a suddenSynonym: faint, black out

---

_***For example:*** pass out It was so hot on the golf course that a couple of the players passed out. pass out If someone passes out, make sure their airway is open so they can breathe._"
Phrasal verbs 8,pass over,"###Meaning: If someone is passed over, they aren't given the promotion they were expecting, and the position is given to someone else instead.

---

_***For example:*** pass over This is the second time Indira has been passed over for promotion to section manager. pass sb over I'm sorry you didn't get the promotion this time, but you'll get it next time. They can't pass you over again._"
Phrasal verbs 8,pass up,"###Meaning: If you pass up an opportunity or an invitation, you choose not to take the opportunity or accept the invitation.Synonym: turn down, decline

---

_***For example:*** pass up sth Bill passed up the opportunity to study music in a top university. He formed his own band instead. pass sth up I had to pass the invitation up as I already had an appointment at that time. Nouns often used as objects with pass up: invitation, chance, opportunity, window of opportunity, shot (at doing something)_"
Phrasal verbs 8,pat down,"###Meaning: to check that somebody isn't carrying a prohibited item, such as a gun, by patting different parts of their bodySynonym: frisk

---

_***For example:*** pat down sb Security guards patted down everybody who entered the airport. pat sb down In some American schools armed guards pat the kids down before allowing them inside._"
Phrasal verbs 8,patch up (1),"###Meaning: to fix something quickly so it can be used until it's repaired properly or replacedSynonym: mend

---

_***For example:*** patch sth up After crashing my motorbike, I couldn't fix it but I patched it up enough to get it to the repair shop. patch up sth Our roof needs replacing. It leaked during that storm last night and I patched up some holes, but we really need a new one. Nouns often used as objects with patch up (1): jeans, clothes, shoes, socks, tyre, road, roof, hole_"
