board_name,card_question,card_answer
Phrasal verbs 9,quarrel with,"###Meaning: to disagree about something, or to believe something is untrue or incorrect Synonym: argue with, disagree with

---

_***For example:*** quarrel with sth Not many scientists quarrel with the idea of global warming these days. quarrel with sb I really don't think anyone can quarrel with me on that point._"
Phrasal verbs 9,queue up,"###Meaning: If you queue up, you join a line of people waiting for their turn to do something.Synonym: line up

---

_***For example:*** queue up When we went to the bank we had to queue up at the counter. queue up for sth Don't you hate it when you've been queuing up for a ticket, and they run out just before you get to the counter? Nouns often used as indirect objects with queue up: for a ticket, pass, token, coupon, taxi; in a bank, post-office, supermarket; at a counter, ticket window, box-office_"
Phrasal verbs 9,quieten down,"###Meaning: If someone quietens down, they become calmer and less excited.Synonym: calm down, settle down

---

_***For example:*** quieten down The kids usually quieten down after lunch, and sometimes they even go to sleep. quieten sth/sb down I wish my neighbour would quieten his dog down. It barks for hours. Note: Quiet down is preferred usage in American English. Variety: Thisis typically used in British and Australian English but may be used in other varieties of English too._"
Phrasal verbs 9,rake in,"###Meaning: to make a lot of money

---

_***For example:*** rake in sth They must have been raking in millions since their song went to number one. rake sth in My company has been raking the money in, so I should get a really big bonus this year._"
Phrasal verbs 9,rally round,"###Meaning: If people rally round someone in need, they all do what they can to help the person.

---

_***For example:*** rally round After her accident, Alena's friends rallied round and helped her out by bringing food and cleaning her apartment. rally round sb/sth The whole town rallied round the Freemont family when they heard that their boy had cancer. Note: also rally around_"
Phrasal verbs 9,reach out,"###Meaning: to extend your arm in order to touch or take something with your hand

---

_***For example:*** reach out Ronaldo reached out to shake hands with his fans, and then drove off. reach out If you extend your finger in front of a baby, the baby will reach out and grasp it._"
Phrasal verbs 9,reach out to (1),"###Meaning: to offer help to someone in need

---

_***For example:*** reach out to sb For a long time charities have been reaching out to poor families in our community. reach out to sb The program is designed to reach out to old people who don't normally have much contact with others._"
Phrasal verbs 9,reach out to (2),"###Meaning: to ask someone for help when you have a problem

---

_***For example:*** reach out to sb If Frank had reached out to his family, they could have helped him deal with his addiction. reach out to sb Many people find it very difficult to reach out to others when they need help or support._"
Phrasal verbs 9,read into,"###Meaning: to believe you've found more meaning in what someone says or does than others have found

---

_***For example:*** read sth into sth You're reading too much into what he said. I don't think he meant to insult you. be read into sth A lot can be read into what someone says, but it doesn't mean that it's all true._"
Phrasal verbs 9,read out,"###Meaning: if you read something out, you read it aloud so everyone can hear it.

---

_***For example:*** read out sth The prisoners listened as the warder read out their names and numbers. read sth out Mario was proud when his teacher asked him to read out his poem so everyone could hear it. Nouns often used as objects with read out: names, scores, results, verdict, statement_"
Phrasal verbs 9,read up on,"###Meaning: If you read up on something, you read books about it, or find articles and information on the internet about it.

---

_***For example:*** read up on Did you read up on the history of Angkor Wat before going to see it? read up on Before doing business in China, I'm going to read up on Chinese customs and on the local business scene._"
Phrasal verbs 9,refer to (1),"###Meaning: to look at something like a book, a map, or a website, in order to get information about something

---

_***For example:*** refer to sb/sth She had to refer to her notes quite often because she hadn't memorized the speech. refer to sb/sth You can refer to books or other information sources in your essay, but you must cite each reference you have used. Nouns often used as objects with refer to (1): notes, book, journal, article, source, map, website, dictionary_"
Phrasal verbs 9,refer to (2),"###Meaning: to direct someone to a place or a person for information, help or treatment

---

_***For example:*** refer sb to sb/sth After checking the results, my doctor referred me to a heart specialist for further tests. refer sb to sb/sth I can't take your case myself, but I can refer you to another lawyer who's an expert in this area of law._"
Phrasal verbs 9,reflect on,"###Meaning: to think deeply about somethingSynonym: contemplate, ponder, think about

---

_***For example:*** reflect on sth After her divorce, Pamela reflected on the relationships she'd had and on why they hadn't lasted very long. reflect on sth Every New Year's Day, Angelo reflects on what he's achieved in the previous year._"
Phrasal verbs 9,rely on,"###Meaning: If you rely on something, you need it in order to do something.Synonym: depend on

---

_***For example:*** rely on sb/sth Hideki's English is very good now and he no longer has to rely on an interpreter. rely on sb/sth to do sth Most charities rely on people to give donations in order to do their work._"
Phrasal verbs 9,remind of,"###Meaning: If something reminds you of something else, it makes you think of it.

---

_***For example:*** remind sb of sth/sb The smell of eucalyptus reminds me of holidays I had in the Australian bush when I was a kid. be reminded of sth Whenever she hears birds singing, Jill says she's reminded of the beauty of nature._"
Phrasal verbs 9,resign yourself to,"###Meaning: If you resign yourself to something, you accept that it's true and that there's nothing you can do to change it.

---

_***For example:*** resign yourself to sth Margaret has resigned herself to the fact that her company won't survive, and she's started looking for a job. resign yourself to sth I admitted that my dream of being a famous movie star would never come true, and I resigned myself to a life in the suburbs with everyone else._"
Phrasal verbs 9,resort to,"###Meaning: to do something you'd rather not do only because better options or solutions are not possibleSynonym: turn to

---

_***For example:*** resort to Unless he resorts to dirty tricks like spreading false rumours about his opponents, the mayor will lose the next election. resort to After I lost my job, I had to resort to looking for casual day labour._"
Phrasal verbs 9,result in,"###Meaning: to lead to a certain outcome or to produce somethingSynonym: lead to, cause

---

_***For example:*** result in The new advertisement is really effective. It's resulted in a big increase in sales. result in Do you think the government's plan will result in a stronger economy?_"
Phrasal verbs 9,return to,"###Meaning: to go back to

---

_***For example:*** return to sth Life was good before the war, and it slowly returned to normal after it was over. return to sth All Kathy wanted was for things to return to how they were before Brad went away._"
