board_name,card_question,card_answer
English Words 2,apart [əˈpɑːrt],"###When people or things are apart, they are not next to each other.

---

_They moved apart and then came back together._"
English Words 2,attribute [əˈtrɪbjuːt],"###An attribute is a characteristic of a person or thing.

---

_He isn’t very clever, but he does have some other positive attributes._"
English Words 2,bilingual [ˌbaɪˈlɪŋɡwəl],"###A bilingual person can speak two languages.

---

_Since you already know English, after learning French you’ll be bilingual._"
English Words 2,completely [kəmˈpliːtli],"###Something completely different is very, very different from before.

---

_I was completely wrong._"
English Words 2,dash [dæʃ],"###To dash means to run or move quickly.

---

_Helen dashed up the stairs so she wouldn’t be late for her appointment._"
English Words 2,disgust [dɪsˈɡʌst],"###Disgust is a feeling of distaste and anger caused by something rude or unpleasant.

---

_He felt disgust toward his date because she had such terrible eating habits._"
English Words 2,fashionable [ˈfæʃnəbl],"###Something fashionable is what people like to wear and do now.

---

_It is very fashionable to wear a hat._"
English Words 2,foreign [ˈfɔːrən],"###Something foreign is something we are not used to.

---

_He has travelled widely in foreign countries._"
English Words 2,gulf [ɡʌlf],"###A gulf is a gap between people who do not understand each other.

---

_There has been a gulf between James and Tony since their parents died._"
English Words 2,mirror [ˈmɪrər],"###A mirror is usually made of glass, and you can see yourself in it.

---

_He used the mirror to shine light in their eyes._"
English Words 2,natural [ˈnætʃrəl],"###Things that are natural are not made by people.

---

_We need to take care of the natural world._"
English Words 2,nowadays [ˈnaʊədeɪz],"###Nowadays means at the present time.

---

_Nowadays, not so many people smoke._"
English Words 2,participant [pɑːrˈtɪsɪpənt],"###A participant is someone who joins in a social event or competition.

---

_There were thousands of participants in this year’s marathon._"
English Words 2,ritual [ˈrɪtʃuəl],"###A ritual is a formal custom that people do regularly.

---

_Ken was very interested to learn about the religious rituals of the natives._"
English Words 2,spoken [ˈspəʊkən],"###Spoken language is what we say.

---

_We cannot take back what has been spoken._"
English Words 2,sport [spɔːrt],"###Sport involves games like running, jumping, football, and tennis.

---

_She loves watching sport on TV._"
English Words 2,surprised [sərˈpraɪzd],"###You are surprised when something unexpected happens.

---

_He didn’t appear at all surprised when he read the article._"
English Words 2,tense [tens],"###When you are tense, you are not comfortable and feel unhappy.

---

_I felt very tense waiting to hear the result of the vote._"
English Words 2,totally [ˈtəʊtəli],"###If you totally agree, you agree with everything just said.

---

_I am totally against that._"
English Words 2,vague [veɪɡ],"###If something is vague, it is not clear and gives very few details.

---

_I asked him about his mother’s health, but he was very vague about it._"
English Words 2,allow [əˈlaʊ],"###To allow something to happen means to let it happen.

---

_Having a ticket will allow you to enter the show._"
English Words 2,announce [əˈnaʊns],"###To announce something is to make it known.

---

_He announced to everyone his new idea for the company._"
English Words 2,beside [bɪˈsaɪd],"###Someone or something beside you is next to you.

---

_The two brothers stood beside each other._"
English Words 2,challenge [ˈtʃælɪndʒ],"###A challenge is something difficult to complete.

---

_It was a challenge to climb to the top of the mountain._"
English Words 2,claim [kleɪm],"###To claim means to say that something is true.

---

_He claimed to know why the country’s laws were weak._"
English Words 2,condition [kənˈdɪʃn],"###The condition of someone or something is the state that they are in.

---

_The patient’s condition was very good._"
English Words 2,contribute [ˈkɒntrɪbjuːt],"###To contribute to something means to do something to make it successful.

---

_We decided to contribute money to the new hospital._"
English Words 2,difference [ˈdɪfrəns],"###A difference is a way that something is not like other things.

---

_The biggest difference between the birds is the color of their feathers._"
English Words 2,divide [dɪˈvaɪd],"###To divide something is to split it into smaller parts.

---

_We divided the pizza._"
English Words 2,expert [ˈekspɜːrt],"###An expert is someone who is very good at doing something.

---

_The wizard was an expert at magic._"
English Words 2,famous [ˈfeɪməs],"###A famous person or thing is well known.

---

_The Eiffel Tower in Paris is very famous._"
English Words 2,force [fɔːrs],"###Force is a person’s strength or power.

---

_He used all his force to try and open the door._"
English Words 2,harm [hɑːrm],"###To cause harm is to hurt someone or damage something.

---

_A hot iron can cause great harm if you are not careful._"
English Words 2,lay [leɪ],"###To lay means to put or place in a horizontal or flat position.

---

_Don’t lay your socks on the floor._"
English Words 2,peace [piːs],"###Peace is a time without war.

---

_A white dove is a symbol of peace._"
English Words 2,prince [prɪns],"###A prince is the son of a king.

---

_The prince and the princess were married._"
English Words 2,protect [prəˈtekt],"###To protect someone is to stop them from getting hurt.

---

_Firemen protect us from fires._"
English Words 2,sense [sens],"###To sense something is to know about it without being told.

---

_I could sense that he was watching me._"
English Words 2,sudden [ˈsʌdn],"###When something is sudden, it happens very quickly.

---

_He felt a sudden pain in his chest._"
English Words 2,therefore [ˈðerfɔːr],"###Therefore means for this reason.

---

_He is fat. Therefore, he should go on a diet._"
English Words 2,accept [əkˈsept],"###To accept something that is offered is to take it.

---

_I accepted the girl’s very nice gift._"
English Words 2,arrange [əˈreɪndʒ],"###To arrange things is to put them in the right place.

---

_Please arrange the words in order from A to Z._"
English Words 2,attend [əˈtend],"###To attend something is to go to it.

---

_My sister and I attend the same school._"
English Words 2,chase [tʃeɪs],"###You chase people when you run after them and try to catch them.

---

_I was chased by a dog._"
English Words 2,contrast [ˈkɑːntræst],"###A contrast is a sharp difference between two things.

---

_The contrast between my parents is very noticeable._"
English Words 2,encourage [ɪnˈkɜːrɪdʒ],"###To encourage people is to make them want to do something.

---

_My football coach will encourage us when we are losing._"
English Words 2,familiar [fəˈmɪliər],"###People or things familiar to you are those you know well.

---

_The two friends were very familiar with each other._"
English Words 2,grab [ɡræb],"###To grab is to take a hold of someone or something suddenly.

---

_I grabbed a pear from the tree._"
English Words 2,hang [hæŋ],"###To hang something is to keep it above the ground.

---

_I drew a picture of my family, and my mother hung it on the wall._"
English Words 2,huge [hjuːdʒ],"###If something is huge, it is very big.

---

_At work, my father drives a huge truck._"
English Words 2,necessary [ˈnesəseri],"###If something is necessary, you must do it.

---

_A passport is necessary if you travel to other countries._"
English Words 2,pattern [ˈpætərn],"###A pattern is a way in which something is done or organized.

---

_My pattern of brushing my teeth is the same as most people’s._"
English Words 2,propose [prəˈpəʊz],"###To propose something is to say that it should be done.

---

_My grandmother proposed that we have our picture taken with Santa._"
English Words 2,purpose [ˈpɜːrpəs],"###A purpose is the reason that you do something.

---

_The purpose of exercising is to get into shape._"
English Words 2,release [rɪˈliːs],"###To release something is to stop holding it.

---

_She released the bird from her hands._"
English Words 2,require [rɪˈkwaɪər],"###To require something is to say that it is necessary.

---

_We require teachers to have a university degree._"
English Words 2,satisfied [ˈsætɪsfaɪd],"###You are satisfied when you have what you wanted.

---

_I am very satisfied with your work._"
English Words 2,single [ˈsɪŋɡl],"###If something is single, then there is only one.

---

_I have a single key in my hand._"
English Words 2,tear [teər],"###To tear something means to pull it apart.

---

_It is easy to tear paper._"
English Words 2,theory [ˈθiːəri],"###A theory is an idea about how something works.

---

_We talked about Einstein’s theory of relativity in class._"
English Words 2,animal [ˈænɪml],"###An animal is a living thing that can move.

---

_My favorite animal is the panda._"
English Words 2,bus [bʌs],"###A bus is a large vehicle that people travel on.

---

_My father takes the bus to work._"
