board_name,card_question,card_answer
English Words 12,accuse [əˈkjuːz],"###To accuse someone of something is to blame them for doing it.

---

_She accused her brother of breaking her computer._"
English Words 12,adjust [əˈdʒʌst],"###To adjust something means to change it so it is better.

---

_He adjusted the old guitar to make it sound better._"
English Words 12,amuse [əˈmjuːz],"###To amuse someone means to do something that is funny or entertaining.

---

_The singer was very good. She amused the crowd._"
English Words 12,coral [ˈkɔːrəl],"###Coral is the hard, colorful material formed by the shells of animals.

---

_The diver admired the beautiful coral under the water._"
English Words 12,cotton [ˈkɑːtn],"###Cotton is a cloth made from the fibers of the cotton plant.

---

_I like to wear clothes made from cotton in the summer._"
English Words 12,crash [kræʃ],"###To crash means to hit and break something.

---

_There was a loud noise when the car crashed into the tree._"
English Words 12,deck [dek],"###A deck is a wooden floor built outside of a house or the floor of a ship.

---

_A ship will store many supplies below its deck._"
English Words 12,engage [ɪnˈɡeɪdʒ],"###To engage in something means to do it.

---

_Dad was engaged in sawing a piece of wood in half._"
English Words 12,firm [fɜːrm],"###A firm thing is solid but not too hard.

---

_He sleeps better on a firm bed._"
English Words 12,fuel [ˈfjuːəl],"###Fuel is something that creates heat or energy.

---

_Wood is the fuel that burns to make heat in this fire._"
English Words 12,grand [ɡrænd],"###Something grand is big and liked by people.

---

_The grand mountain rose high into the sky._"
English Words 12,hurricane [ˈhɜːrəkeɪn],"###A hurricane is a bad storm that happens over the ocean.

---

_The wind from the hurricane bent the palm tree._"
English Words 12,loss [lɔːs],"###A loss is the act or instance of losing something.

---

_I suffered a big loss while I was gambling._"
English Words 12,plain [pleɪn],"###A plain thing is simple and not decorated.

---

_He bought a pair of plain white shoes over the weekend._"
English Words 12,reef [riːf],"###A reef is a group of rocks or coral in the ocean.

---

_He walked along the reef and looked at the water below._"
English Words 12,shut [ʃʌt],"###To shut something means to close it tightly.

---

_Please shut the door; the air outside is cold._"
English Words 12,strict [strɪkt],"###A strict person makes sure others follow rules.

---

_The teacher is strict. She does not let students talk in class._"
English Words 12,surf [sɜːrf],"###To surf means to use a special board to ride on waves in the ocean.

---

_The students went to the beach to surf during their vacation._"
English Words 12,task [tæsk],"###A task is a piece of work to be done that is usually difficult.

---

_My task for the weekend was to clean the entire back yard._"
English Words 12,zone [zəʊn],"###A zone is an area that has different qualities from the ones around it.

---

_Firefighters often work in danger zones._"
English Words 12,apology [əˈpɑːlədʒi],"###An apology is what people say to show that they are sorry.

---

_After arguing with her teacher, the girl wrote the teacher an apology._"
English Words 12,bold [bəʊld],"###A bold person is not afraid of doing something.

---

_The bold man climbed the high mountain._"
English Words 12,bug [bʌɡ],"###A bug is a small insect.

---

_Birds like eating bugs._"
English Words 12,capture [ˈkæptʃər],"###To capture something is to catch and hold it.

---

_James tried to capture the bubbles in his hands._"
English Words 12,duke [duːk],"###A duke is a man of high social rank but below a king or queen.

---

_The duke ruled over the land._"
English Words 12,expose [ɪkˈspəʊz],"###To expose is to make known something that is hidden.

---

_He took off his shirt to expose his costume._"
English Words 12,guilty [ˈɡɪlti],"###Guilty people feel bad for something they did.

---

_I felt guilty for taking my sister’s cookies._"
English Words 12,hire [ˈhaɪər],"###To hire someone is to pay that person money to work for you.

---

_We hired a man to paint our house._"
English Words 12,innocent [ˈɪnəsnt],"###An innocent person is not guilty of a crime.

---

_The judge said that the woman was innocent of the crime._"
English Words 12,language [ˈlæŋɡwɪdʒ],"###A language is a system of communication.

---

_The reporter spoke a language Sally had never heard before._"
English Words 12,minister [ˈmɪnɪstər],"###A minister is an important person in government with many duties.

---

_The minister of education controls the country’s schools._"
English Words 12,ordinary [ˈɔːrdneri],"###Ordinary means normal, or not special in any way.

---

_Today was just an ordinary day. Nothing unusual happened._"
English Words 12,permanent [ˈpɜːrmənənt],"###Something permanent lasts for a long time or forever.

---

_We don’t know if Aunt Mildred’s visit will be a permanent one._"
English Words 12,preserve [prɪˈzɜːrv],"###To preserve is to protect something from harm.

---

_Dad sprayed a chemical on the house to help preserve the walls._"
English Words 12,pronounce [prəˈnaʊns],"###To pronounce is to say the sounds of letters or words.

---

_Young children often have trouble pronouncing words right._"
English Words 12,resemble [rɪˈzembl],"###To resemble someone is to look like that person.

---

_The baby really resembles his father._"
English Words 12,symptom [ˈsɪmptəm],"###A symptom of a bad condition or illness is a sign that it is happening.

---

_Sneezing and a high fever are symptoms of the common cold._"
English Words 12,tobacco [təˈbækəʊ],"###Tobacco is a plant whose leaves are smoked, such as in cigarettes.

---

_The tobacco in cigarettes is bad for you._"
English Words 12,twin [twɪn],"###Twins are two children born at the same time.

---

_My sister and I are twins. We look exactly the same._"
English Words 12,witch [wɪtʃ],"###A witch is a woman with magical powers.

---

_People think that witches fly around on broomsticks._"
English Words 12,accompany [əˈkʌmpəni],"###To accompany other people means to join them or go with them.

---

_My brothers accompanied me to the movie._"
English Words 12,bare [ber],"###A bare thing is plain and not covered.

---

_He likes to walk around in his bare feet._"
English Words 12,branch [bræntʃ],"###A branch is the part of a tree with leaves.

---

_The monkey was hanging from a branch on the tree._"
English Words 12,breath [breθ],"###A breath is the air that goes into and out of one’s lungs.

---

_You can’t take a breath under water._"
English Words 12,bridge [brɪdʒ],"###A bridge is something that is built over a river so people can cross it.

---

_The old bridge fell into the river._"
English Words 12,cast [kæst],"###To cast something means to throw it.

---

_The fisherman cast his line into the water._"
English Words 12,dare [der],"###To dare means to be brave enough to try something.

---

_He dared to jump out of the airplane and skydive._"
English Words 12,electronic [ɪˌlekˈtrɑːnɪk],"###An electronic thing uses electricity to work.

---

_I like having electronic devices such as an MP3 player._"
English Words 12,inn [ɪn],"###An inn is a place where travelers can rest and eat.

---

_The visitor got a room at the inn._"
English Words 12,net [net],"###A net is a bag made of strong thread. It is used to catch animals.

---

_The boy caught butterflies in his net._"
English Words 12,philosophy [fəˈlɑːsəfi],"###A philosophy is a way to think about truth and life.

---

_My philosophy is “live and let live.”_"
English Words 12,pot [pɑːt],"###A pot is a deep, round metal container used for cooking.

---

_Don’t touch the pot on the stove. It’s hot._"
English Words 12,seed [siːd],"###A seed is the hard part of a plant or fruit that trees grow from.

---

_I planted the seed in the dirt, hoping that it would grow into a tree._"
English Words 12,sharp [ʃɑːrp],"###A sharp object has a thin edge that cuts things easily.

---

_That knife is very sharp. Be careful not to hurt yourself._"
English Words 12,sort [sɔːrt],"###A sort of something is a type of it.

---

_What sort of instrument do you want to learn to play?_"
English Words 12,subtract [səbˈtrækt],"###To subtract means to take something away.

---

_We learned how to subtract numbers in class._"
English Words 12,tight [taɪt],"###A tight thing is hard to move because it is firmly in place.

---

_The knots were too tight to untie._"
English Words 12,virtual [ˈvɜːrtʃuəl],"###A virtual thing is very close to being true or accurate.

---

_Because he’s popular, Joe is the virtual leader of the group._"
English Words 12,weigh [weɪ],"###To weigh something means to measure how heavy it is.

---

_The little dog weighed exactly 3 kilograms._"
English Words 12,whisper [ˈwɪspər],"###To whisper means to say very quietly.

---

_We have to whisper in the library so people can focus on reading._"
English Words 12,abstract [ˈæbstrækt],"###An abstract thing is an idea or thought, not a physical thing.

---

_The idea of beauty is abstract and changes over time._"
English Words 12,annual [ˈænjuəl],"###An annual event happens once a year.

---

_The only time I see my aunts and uncles is at our annual family picnic._"
English Words 12,clay [kleɪ],"###Clay is a type of heavy, wet soil used to make pots.

---

_She made a bowl out of the clay._"
English Words 12,cloth [klɔːθ],"###Cloth is material used to make clothes.

---

_His shirt is made of a very soft type of cloth._"
English Words 12,curtain [ˈkɜːrtn],"###A curtain is a cloth hung over a window or used to divide a room.

---

_She opened the curtains to let light into the room._"
English Words 12,deserve [dɪˈzɜːrv],"###To deserve is to be worthy of something as a result of one’s actions.

---

_The dog deserved a bone for behaving very well._"
English Words 12,feather [ˈfeðər],"###Feathers are the things covering a bird’s bodies.

---

_That bird has orange feathers on its chest._"
English Words 12,fertile [ˈfɜːrtl],"###Fertile land is able to produce good crops and plants.

---

_The farmer grew many vegetables in the fertile soil._"
English Words 12,flood [flʌd],"###A flood is an event in which water covers an area that is usually dry.

---

_After three days of rain, there was a flood in the city._"
English Words 12,furniture [ˈfɜːrnɪtʃər],"###Furniture means the things used in a house such as tables and chairs.

---

_His living room only had a few simple pieces of furniture._"
English Words 12,grave [greiv],"###A grave is the place where a dead person is buried.

---

_We visit our grandfather’s grave each year._"
English Words 12,ideal [aɪˈdiːəl],"###An ideal thing is the best that it can possibly be.

---

_This house is an ideal place for my family. It has everything we need._"
English Words 12,intelligence [ɪnˈtelɪdʒəns],"###Intelligence is the ability to learn and understand things.

---

_Because of his high intelligence, he finished school early._"
English Words 12,obtain [əbˈteɪn],"###To obtain is to get something you want or need.

---

_After I passed the test, I obtained my driver’s license._"
English Words 12,religious [rɪˈlɪdʒəs],"###Religious means related to or about religion.

---

_The holy man spoke about religious topics._"
English Words 12,romantic [rəʊˈmæntɪk],"###Romantic means related to or about love.

---

_The young couple went to see a romantic movie._"
English Words 12,shell [ʃel],"###A shell is a hard covering that protects the body of some sea creatures.

---

_There were many pretty shells on the beach._"
English Words 12,shore [ʃɔːr],"###A shore is the edge of a large body of water.

---

_All of the boats were floating near the shore._"
English Words 12,wheel [wiːl],"###A wheel is a round thing on a vehicle that turns when it moves.

---

_A car has four wheels._"
English Words 12,wooden [ˈwʊdn],"###Wooden objects are made of wood.

---

_My mother gave me a wooden spoon._"
English Words 12,appliance [əˈplaɪəns],"###An appliance is a piece of equipment used for jobs in the home.

---

_Many homes have appliances like ovens, toasters, and refrigerators._"
English Words 12,basin [ˈbeɪsn],"###A basin is large bowl for washing things. A sink is sometimes called a basin.

---

_She filled the basin with water and washed her face._"
English Words 12,broom [bruːm],"###A broom is a brush with a long handle used for cleaning floors.

---

_My father usually uses a broom to sweep away dust in the basement._"
English Words 12,caterpillar [ˈkætərpɪlər],"###A caterpillar is a small insect that looks like a worm and eats plants.

---

_After eating a lot of leaves, caterpillars change into butterflies._"
English Words 12,cupboard [ˈkʌbərd],"###A cupboard is a piece of furniture that is used to store food or household items.

---

_We put all of our dishes and food in the cupboards._"
English Words 12,delicate [ˈdelɪkət],"###Delicate things are easy to break or harm.

---

_You should hold the baby carefully because she’s very delicate._"
English Words 12,emerge [ɪˈmɜːrdʒ],"###To emerge from something means to come out of it.

---

_A groundhog emerged from a snow covered hole._"
English Words 12,handicap [ˈhændikæp],"###A handicap is a condition that limits someone’s mental or physical abilities.

---

_Joe has a slight handicap, so he uses a walker to get around._"
English Words 12,hole [həʊl],"###A hole is a hollow space in something solid.

---

_They made a big hole in the wall._"
English Words 12,hook [hʊk],"###A hook is a sharp curved piece of metal used for catching or holding things.

---

_The fish went after the sharp hook._"
English Words 12,hop [hɑːp],"###To hop means to jump a short distance.

---

_The kangaroo quickly hopped away from danger._"
English Words 12,laundry [ˈlɔːndri],"###Laundry is clothes that have been or need to be washed.

---

_He folded the clean laundry and put the dirty laundry in a basket._"
English Words 12,pursue [pərˈsuː],"###To pursue is to chase or follow someone or something.

---

_The mother pursued her young child down the hill._"
English Words 12,reluctant [rɪˈlʌktənt],"###Reluctant means not wanting to do something.

---

_She was reluctant to say that she saw the robbery._"
English Words 12,sleeve [sliːv],"###Sleeves are the part of a shirt in which arms go.

---

_Ryan bought a new shirt with long sleeves to keep his arms warm._"
English Words 12,spine [spaɪn],"###The spine is the group of bones that run up and down the middle of the back.

---

_Our spine helps us to stand up nice and straight._"
English Words 12,stain [steɪn],"###A stain is a dirty mark that is difficult to clean.

---

_He had a red stain on the collar of his shirt._"
English Words 12,strip [strɪp],"###A strip is a long, narrow piece of material or land.

---

_He had long strips of film that held images of his trip abroad._"
English Words 12,swear [swer],"###To swear means to promise to do something.

---

_I will put my hand on the Bible and swear to do my best for the country._"
English Words 12,swing [swɪŋ],"###To swing something means to move it back and forth or from side to side.

---

_He can swing a golf club very powerfully._"
