board_name,card_question,card_answer
Phrasal verbs 1,Look out!,"###Meaning: If someone is in immediate danger, you can warn them by shouting Look out! .Synonym: Watch out!

---

_***For example:*** Look out! Look out! There's a car coming! Look out! I was riding my bike when this car pulled out in front of me. Just before I hit it, I yelled Look out!_"
Phrasal verbs 1,account for,"###Meaning: If you account for something, you explain how it came to be the way it is.Synonym: explain

---

_***For example:*** account for sth We accounted for last year's higher production costs by showing how the price of labour and raw materials had increased. account for sth How can we account for the remarkable success of our latest product? Nouns often used as objects with account for: costs, expenses, delays, behaviour, failure, success_"
Phrasal verbs 1,act as,"###Meaning: to perform the same function as a particular person or thingSynonym: serve as

---

_***For example:*** act as sth I can't make it to the meeting Bob, so would mind acting as chairman today? act as sth The kidneys act as filters to keep the blood clean._"
Phrasal verbs 1,act for,"###Meaning: If you act for someone, you represent them.Synonym: represent

---

_***For example:*** act for sb If you don't have a lawyer, the state will appoint one to act for you. act for sb In a democracy, the people elect representatives to act for them in parliament._"
Phrasal verbs 1,act on,"###Meaning: If you act on somebody's advice, you do as they suggest.

---

_***For example:*** act on sth I really should act on my doctor's advice and try to eat less and exercise more. act on sth He acted on the instructions of his lawyer and refused to answer any questions. Nouns often used as objects with act on: advice, suggestions, instructions, information, orders_"
Phrasal verbs 1,act out,"###Meaning: If you act out, you express your feelings through acts or words.Synonym: express

---

_***For example:*** act out sth Jim often gets into trouble because he acts out his emotions without thinking about the consequences. act sth out We can all have violent thoughts and aggressive feelings sometimes, but society doesn't usually allow us to act them out._"
Phrasal verbs 1,act up,"###Meaning: If a part of your body or a piece of equipment acts up, it doesn't work properly.Synonym: play up, malfunction

---

_***For example:*** act up My printer is acting up, so I'll have to get it fixed. act up I'll have to give the tennis a miss this week. My knee is acting up again. Nouns often used as subjects with act up: computer, printer, phone, air conditioner, knee, wrist, ankle, stomach_"
Phrasal verbs 1,add to,"###Meaning: If something adds to something, it makes it better, greater, stronger or more extreme in some way.

---

_***For example:*** add to sth During the riot, the sound of wailing sirens only added to the sense of chaos and confusion. add sth to sth The light show added a lot of atmosphere to the concert._"
Phrasal verbs 1,add up,"###Meaning: to add two or more numbers in order to find the total amountSynonym: tot up (informal)

---

_***For example:*** add up Fran has a good head for figures. She can add up really quickly, and she always gets the answer right. add up sth Could you add up these amounts and let me know the total? add sth up After he jotted down the cost of each dish, he added them up and found the total cost of the meal. Nouns often used as objects with add up: numbers, figures, amounts, prices, costs_"
Phrasal verbs 1,add up to,"###Meaning: If two or more numbers add up to another number, this is the total you get if you add them together.Synonym: total, come to

---

_***For example:*** add up to sth What do 19 and 17 add up to? Do they add up to 36, or is it 46? add up to sth Here are the bills we have to pay this week. They add up to over five hundred dollars!_"
Phrasal verbs 1,adhere to,"###Meaning: If you adhere to a law, a rule or a contract, you obey it or follow it.Synonym: abide by

---

_***For example:*** adhere to Doctors are expected to adhere to the Hippocratic oath. adhere to You can't trust that company. They don't adhere to the terms of the contracts they sign. Nouns often used as objects with adhere to: laws, rules, regulations, terms, agreement, contract, constitution_"
Phrasal verbs 1,advise against,"###Meaning: to suggest to someone that they should not do something they are thinking of doing

---

_***For example:*** advise against sth Due to the current unrest, the government is advising against unnecessary travel to the region. advise sb against doing sth The Medical Council has advised people against taking this drug until further safety tests have been carried out._"
Phrasal verbs 1,advise of,"###Meaning: If you advise someone of something, you tell them about it.Synonym: inform

---

_***For example:*** advise sb of sth A policemen advised me of my rights and then he arrested me. advise sb of sth Please advise us of any change of address or contact details._"
Phrasal verbs 1,agree with,"###Meaning: If a certain place or lifestyle agrees with you, it suits you and is good for you.

---

_***For example:*** agree with sb Ever since she has moved to the country, Aunt Beth has looked much better. Country life obviously agrees with her. agree with sb Working the night shift seems to agree with Larry. He says he sleeps better if he goes to bed at dawn and gets up in the afternoon._"
Phrasal verbs 1,aim at,"###Meaning: If you aim a product or a creative work at a particular group of people, you see those people as your market or your audience.Synonym: target

---

_***For example:*** be aimed at sb Our new course is aimed at people who want to learn English for business. aim sth at sb Disney Corp aims most of its movies at families and children._"
Phrasal verbs 1,allow for,"###Meaning: to consider something, or take it into account, when making plans or making a decisionSynonym: take into account

---

_***For example:*** allow for sth Don't forget to allow for inflation when estimating your future expenses. allow sth for sth You should allow time for traffic jams when deciding what time to leave for the airport. Nouns often used as objects with allow for: delays, costs, expenses, traffic jams, bad weather, inflation_"
Phrasal verbs 1,allude to,"###Meaning: to mention or refer to something or someone in an indirect waySynonym: refer to

---

_***For example:*** allude to sb/sth In his speech, the President alluded to the fact that the economy was not in good condition when he took over. allude to sb/sth When the judge was summing up the case, he alluded to the sort of punishment he would have to hand down if the jury found the defendant guilty._"
Phrasal verbs 1,amount to,"###Meaning: to be similar to, or to have the same effect asSynonym: constitute

---

_***For example:*** amount to Does having two CDs released in ten years amount to a successful career as a musician? amount to The government calls the killing of innocent people by the military collateral damage , but Mike says in many cases it amounts to nothing less than murder._"
Phrasal verbs 1,answer back,"###Meaning: to reply rudely to someone who is in a position of authority, such as a teacher, a parent or a coach

---

_***For example:*** answer back Harry's students don't respect him. Some of them even answer back rudely when he asks them to do something. answer sb back My son answers his mother back when she tells him to do something like clean his room. He says things like Clean it yourself! Nouns often used as objects with answer back: parent, teacher, coach, supervisor, manager, warderNote: This phrasal verb is usually only used to describe the behaviour of a subordinate towards an authority figure, such as a child towards a parent, a student towards a teacher, a junior employee towards a workplace supervisor, or a prisoner towards a warder._"
Phrasal verbs 1,answer for,"###Meaning: to be held responsible for something

---

_***For example:*** answer for sth The prime minister said he'll answer for any future problems that arise from his government's policies. answer for sth Do you really think the company will be made to answer for the problems that their pollution causes among the local people?_"
